"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
421945,37.182339,-122.393837,"Pigeon Point Light Station SHP","Pescadero","15055901|54777462|54777702|62713232|71952732|88994632|14885565|52693102"
705144,37.23427,-122.36265,"Butano SP","Pescadero","68176662"
801340,37.115785,-122.3038,"Ano Nuevo State Reserve","Pescadero","51087842"
821232,37.23427,-122.36265,"Butano State Park","Pescadero","19748861|26401981|52255882|75118902|80057842"
859512,37.191468,-122.36532,"Pie Ranch","Pescadero","10930462|17352276"
868586,37.255785,-122.371043,"Harley Farms Goat Dairy","Pescadero","16544715"
1164195,37.166061,-122.360489,"Gazos Grill","Pescadero","13814326|13814687"
1260922,37.222018,-122.406176,"Bean Hollow State Beach","Pescadero","104765022"
1475194,37.174308,-122.364552,"Pescadero State Beach","Pescadero","75444242"
1490318,37.124729,-122.308212,"Ano Nuevo State Park","Pescadero","77818292|93593262|45881812"
1518872,37.18222,-122.394302,"HI-Pigeon Point Lighthouse Hostel","Pescadero","94864702"
1636103,37.252831,-122.383217,"Pescadero Country Store","Pescadero","17557662|17580683"
2115761,37.117107,-122.303864,"Swanton Coastways Ranch - U pick site about 8 1/2 miles north of Fruit Stand in Davenport.","Pescadero","22040931"
2540491,37.200901,-122.344452,"Blue House Farm","Pescadero","25429381"
6335172,37.255165,-122.383018,"Ides Hall ","Pescadero","57564912"
6557262,37.200981,-122.34446,"Butano State Park ","Pescadero","69353342"
10283342,37.255165,-122.383018,"Año Nuevo State Park","Pescadero","103521082"
11535502,37.262714,-122.404251,"Pescadero Marsh Natural Preserve","Pescadero","102899302"
