"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
21060,37.352428,-121.887062,"Watson Dog Park","San Jose","53106172|qxwswcyqkbcc|qxwswcyqmbtb|qxwswcyrcbzb|qxwswcyrdbvb|qxwswcyrfbvb|33040902|40820222|47264322|57140462|100964202"
34100,37.358044,-121.875305,"Watson Park","San Jose","31812972|36196562|46222522|qxwswcyqjbvb"
85234,37.329723,-121.885735,"1st St. Pool Hall","San Jose","6638496|6663050"
87255,37.380001,-121.860001,"Home Town Buffet","San Jose","5226385"
92878,37.335808,-121.86963,"William Street Park","San Jose","6237696|7161035|13901725"
93569,37.349998,-121.879997,"William Street Park","San Jose","79864142"
99037,37.347462,-121.89753,"Border's Book Store","San Jose","5493633"
110237,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose","5178416|5225836|5300221|5314633|5328437|5341234|5351089|5367083|5387051|5453917|5406757|5426308|5445629|5465945|6122945|7359787|12162612|12162629|14778857|ktddnypcbzb|nktfqypcbjc|nktfqypdbdb|nktfqypdbmb|nktfqypdbvb|nktfqypdbfc|nktfqypfbdb|nktfqypfbmb|nktfqypfbvb|nktfqypfbfc|nktfqypgbjb|nktfqypgbrb|nktfqypgbbc|nktfqypgbkc|nktfqyphbgb|nktfqyphbpb|nktfqyphbxb|nktfqyphbhc|nktfqypjbcb|nktfqypjbvb|cssdtypjbfc|cssdtypjbnc|cssdtypkbkb|cssdtypkbsb|cssdtypkbcc|cssdtypkblc|cssdtyplbpb|cssdtyplbxb|cssdtyplbhc|cssdtypmbcb|cssdtypmblb|cssdtypmbtb|cssdtypmbdc|cssdtypmbmc|cssdtypnbjb|cssdtypnbrb|cssdtypnbbc|cssdtypnbkc|cssdtyppbfb|cssdtyppbnb|cssdtyppbwb|cssdtypqbcb|cssdtypqblb|cssdtypqbtb|cssdtypqbdc|cssdtypqbmc|cssdtyqcbhb|cssdtyqcbqb|cssdtyqcbjc|cssdtyqdbdb|cssdtyqdbvb|cssdtyqdbfc|cssdtyqfbcb|cssdtyqfblb|cssdtyqfbtb|cssdtyqfbdc|56844222|cssdtyqfbmc|62646552|qswdwcyqhbnb|qswdwcyqhbwb|qswdwcyqhbgc|qswdwcyqhbpc|qswdwcyqjbkb|qswdwcyqjbsb|qswdwcyqjbcc|qswdwcyqjblc|qswdwcyqkbhb|qswdwcyqkbqb|qswdwcyqkbzb|74141472|qswdwcyqkbjc|qswdwcyqlbmb|qswdwcyqmbkc|qswdwcyqnbgb|qswdwcyqnbpb|qswdwcyqnbxb|qswdwcyqnbhc|qswdwcyqpbcb|qswdwcyqpblb|qswdwcyqpbtb|qswdwcyqpbmc|qswdwcyqqbjb|qswdwcyqqbrb|qswdwcyqqbbc|qswdwcyqqbkc|qswdwcyrcbfb|qswdwcyrcbnb|qswdwcyrcbwb|qswdwcyrcbgc|qswdwcyrcbpc|qswdwcyrdbkb|qswdwcyrdbsb|qswdwcyrdbcc|qswdwcyrdblc|qswdwcyrnbnb"
130961,37.319862,-121.947945,"Sino at Santana Row","San Jose","53336232"
145155,37.369999,-121.82,"Egyptian Museum","San Jose","12879101"
155488,37.369999,-121.82,"Alum Rock Park","San Jose","105454152"
158239,37.336632,-121.890152,"Johnny V's Bar","San Jose","5149092|8659582"
160148,37.320953,-121.9478,"Borders Book Store","San Jose","5584664|6025654"
