"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"14430215","Lululemon Vasona Lake Run 5 mile & Half Marathon on Labor Day",1281901367000,1283783400000,37.234299,-121.973183,"Vasona Lake Park","Los Gatos"
"nktfqypdbdb","SPECIAL SERIES: The 7 Spiritual Laws of Success - F*R'E'E - 7 Weeks",1294760568000,1.296702e+12,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"nktfqypdbmb","SPECIAL SERIES: The 7 Spiritual Laws of Success - F*R'E'E - 7 Weeks",1294760626000,1297306800000,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"cssdtypnbjb","The Silicon Valley Meditation Meetup Group Weekly Meetup",1307666676000,1317952800000,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"nktfqypjbcb","The Silicon Valley Meditation Meetup Group Weekly Meetup",1294760424000,1307066400000,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"cssdtyqdbfc","SPECIAL MEDITATION EVENT: An Evening of Oneness",1321820740000,1330052400000,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"nktfqyphbhc","The Silicon Valley Meditation Meetup Group Weekly Meetup",1294760424000,1306461600000,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"cssdtypkblc","The Silicon Valley Meditation Meetup Group Weekly Meetup",1307666676000,1311904800000,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"nktfqyphbpb","The Silicon Valley Meditation Meetup Group Weekly Meetup",1294760424000,1.305252e+12,37.311893,-121.89157,"San Jose Center for Spiritual Living","San Jose"
"11944204","Vegan Potluck and Game Event",1259031773000,1.260666e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"dhpslcyqjbvb","Raw/Vegan Potluck & Board Game Marathon",1335935694000,1339873200000,37.311253,-121.804726,"Joy's Home","San Jose"
"15955592","Mid-Month Board Game Marathon and Vegan Potluck",1294382193000,1295122500000,37.311253,-121.804726,"Joy's Home","San Jose"
"11496037","Middle of the Month Board Games Night",1254207228000,1255831200000,37.311253,-121.804726,"Joy's Home","San Jose"
"dbpdmcyqkbcc","Potluck & Board Game Marathon",1338332968000,1342897200000,37.311253,-121.804726,"Joy's Home","San Jose"
"76668742","Healing Circle",1344314406000,1344477600000,37.311253,-121.804726,"Joy's Home","San Jose"
"dhpslcyqdbxb","Raw/Vegan Potluck & Board Game Marathon",1326772455000,1329595200000,37.311253,-121.804726,"Joy's Home","San Jose"
"12086594","Vegan Pot Luck and Board Game Night",1260844312000,1.26369e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"11485466","Vegan Potluck and Game Event",1254138587000,1.255824e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"14810997","Vegan Potluck and Board Game Night",1284794416000,1287878400000,37.311253,-121.804726,"Joy's Home","San Jose"
"14046502","Vegan Pot Luck and Board Game Night",1278636118000,1279411200000,37.311253,-121.804726,"Joy's Home","San Jose"
"19924941","Vegan Potluck and Board Game Marathon",1306472247000,1308423600000,37.311253,-121.804726,"Joy's Home","San Jose"
"qwsmsdyrcbmb","Reiki and Other Healing Techniques",1357272496000,1357786800000,37.311253,-121.804726,"Joy's Home","San Jose"
"14731555","Middle of the Month Potluck and Board Game Night.",1284184306000,1284249600000,37.311253,-121.804726,"Joy's Home","San Jose"
"dbpdmcyqnbbc","Potluck & Board Game Marathon",1350245930000,1350759600000,37.311253,-121.804726,"Joy's Home","San Jose"
"13643131","Spur of the Moment Game Event",1275272758000,1.275336e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"50841462","Spur of the Moment Board Game Mini Marathon",1328245249000,1.329012e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"23368121","vegan potluck and board game marathon",1308923876000,1.324152e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"16610679","Spur of the Moment Board Game Marathon",1298007002000,1298232900000,37.311253,-121.804726,"Joy's Home","San Jose"
"13499283","Holiday Game Event",1274030235000,1275163200000,37.311253,-121.804726,"Joy's Home","San Jose"
"11188504","Vegan Potluck and Board Games Night",1251141866000,1.2528e+12,37.311253,-121.804726,"Joy's Home","San Jose"
"46821462","Mid-Month Board Game Marathon and Vegan Potluck",1325791632000,1326571200000,37.311253,-121.804726,"Joy's Home","San Jose"
