"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
232736,37.618977,-122.45374,"Sweeney Ridge (Sneath Lane Trailhead)","San Bruno","52139652|16753959|66682522|16752111"
253353,37.63594,-122.42068,"Petco","San Bruno","5612612"
352921,37.63104,-122.42695,"Commodore Park","San Bruno","6227727|7399566|9543389|12573723|15854587|30150501|72759192"
398717,37.626774,-122.41127,"Fireman's Hall","San Bruno","6533007"
901853,37.635972,-122.41878,"BJ'S Restaurant & Brewery","San Bruno","9882702"
906727,37.61459,-122.416466,"Sawyer Camp Trail","San Bruno","9979053"
1229317,37.635769,-122.420555,"Tanforan Shopping Center","San Bruno","13005964"
1256805,37.619609,-122.411972,"Wat Buddhapradeep","San Bruno","85989152"
1525447,37.632381,-122.460716,"Skyline College","San Bruno","87684482"
1623885,37.61945,-122.454155,"Sweeney Ridge ","San Bruno","105147882"
2617511,37.619404,-122.454124,"Sweeny Ridge Trailhead","San Bruno","57593882|95486582"
4319622,37.609993,-122.406891,"Capuchino High School","San Bruno","40203352"
4783022,37.618382,-122.453148,"3841 Sneath Ln","San Bruno","44291122"
5242612,37.626999,-122.424187,"Walmart Labs","San Bruno","48691122"
6052242,37.627243,-122.424759,"Walmart","San Bruno","43944352"
8644142,37.630489,-122.411087,"Private Residence","San Bruno","76354462"
8855502,37.635853,-122.418846,"Barnes & Noble","San Bruno","78926402"
9963352,37.627243,-122.424759,"@WalmartLabs","San Bruno","88274892"
10032572,37.627243,-122.424759,"850 Cherry Ave","San Bruno","88869472"
10052572,37.627243,-122.424759,"Walmart Global eCommerce","San Bruno","89048202"
11374132,37.614967,-122.437874,"Skyline Blvd, San Bruno, CA 94066","San Bruno","101457262"
11666432,37.628933,-122.467583,"Skyline College Tennis Courts","San Bruno","qpqvxdyrdbwb|qpqvxdyrdbgc"
