"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"51087452","Instructional: Incentives",1328426887000,1332633600000,32.8366,-96.78128,"La Madeleine","Dallas"
"10451064","Weekly Meetup 6/23/09 - Gazeebo",1242781394000,1245801600000,33.045277,-96.830711,"Gazeebo Burgers","Plano"
"11037886","Weekly Meetup 9/8/09 - Romano's Macaroni Grill",1249434122000,1252454400000,33.070786,-96.688667,"Romano's Macaroni Grill","Plano"
"6385614","Weekly Meetup 10/23/07 Chipotle - Forest",1190163681000,1.193184e+12,32.91,-96.730003,"Chipotle","Dallas"
"10668312","Weely Meetup 7/21/09 - Trinity Hall",1245200650000,1248220800000,32.836655,-96.777084,"Trinity Hall","Dallas"
"ggbbpyqgbfb","The Dallas-Plano Atheists Meetup - Trinity Hall - Dallas",1332930952000,1333497600000,32.836655,-96.777084,"Trinity Hall","Dallas"
"7272728","Weekly Meetup 3/4/08 Trinity Hall",1202263641000,1204678800000,32.836655,-96.777084,"Trinity Hall","Dallas"
"5346684","Weekly Meetup 1/30/07 Trinity Hall",1167185363000,1170205200000,32.836655,-96.777084,"Trinity Hall","Dallas"
"7979436","Weekly Meetup 6/24/08 - Pei Wei",1211331811000,1.214352e+12,32.93,-96.79,"Pei Wei Asian Diner","Addison"
"6737019","Weekly Meetup 12/18/07 Pei Wei",1195005847000,1.198026e+12,32.93,-96.79,"Pei Wei Asian Diner","Addison"
"38752422","""The Rum Diary""",1319606252000,1319999400000,32.850731,-96.819321,"Landmark Inwood Theater","Dallas"
"ggbbpypkbzb","The Dallas-Plano Atheists Meetup - Veggie Garden - Richardson",1278952056000,1.31112e+12,32.962093,-96.73585,"Veggie Garden","Richardson"
"pzchvyqcbsb","The Dallas Spades January Monthly Meetup",1323196498000,1326587400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"bwccqypgbmb","The Dallas Spades April - Monthly Meetup",1293155144000,1302391800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynmbxb","The Dallas Spades September Meetup",1273693253000,1284852600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynlbcc","The Dallas Spades August Meetup",1272807848000,1282433400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"44838212","The Dallas Spades May Monthly Meetup",1324238737000,1336865400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvyppbqb","The Dallas Spades November Monthly Meetup",1309211729000,1321144200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynnbvb","The Dallas Spades Monthly Meetup",1268852302000,1287271800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnyngbwb","The Dallas Spades Meetup Group Monthly Meetup",1269973781000,1.271547e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvypmbnb","The Dallas Spades September Monthly Meetup",1309211729000,1315697400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynjbzb","The Dallas Spades June Meetup",1272807747000,1276990200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"11977431","DEAL A WINNING HAND - SPADES, HEARTS and YUKER (Euchre)!",1259547324000,1260734400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"bwccqypfbqb","The Dallas Spades March 2011 Meetup",1293155144000,1301182200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvyqdbpb","The Dallas Spades Febuary Monthly Meetup",1326000649000,1329006600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"bnrxpypcblb","The Dallas Spades January Meetup",1292476441000,1295137800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"12693515","Dinner Meeting",1267004450000,1.267578e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynfbbc","The Dallas Spades March Meetup",1266716123000,1269127800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynkbwb","The Dallas Spades Meetup Group July Meetup",1272807808000,1279409400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"bnrxpynqbxb","The Dallas Spades December Meetup",1268852302000,1292113800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvypnblb","The Dallas Spades October Monthly Meetup",1309211729000,1318721400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"44838342","The Dallas Spades June Monthly Meetup- RSVP's Open Again",1324238787000,1339284600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"44837502","The Dallas Spades March Monthly Meetup",1324238366000,1331425800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"12961060","DEAL A WINNING HAND - SPADES, HEARTS and YUKER (Euchre)!",1269295367000,1269802800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"vzgdnynpbbc","The Dallas Spades November Meetup",1287632017000,1289694600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"nqrsqypjbpb","The Dallas Spades June Monthly Meetup",1301265507000,1.307835e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"12713865","DEAL A WINNING HAND - SPADES, HEARTS and YUKER (Euchre)!",1267161683000,1267387200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"sqrsqyplbrb","The Dallas Spades August Monthly Meetup",1301265579000,1313278200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"12379338","DEAL A WINNING HAND - SPADES, HEARTS and YUKER (Euchre)!",1264045822000,1264881600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"5459383","Weekly Meetup 3/13/07 Sweet Basil",1170813709000,1173830400000,33,-96.839996,"Sweet Basil Bar and Grill","Dallas"
"5611652","Weekly Meetup 5/1/07 Tin Star - Coit",1175047745000,1.178064e+12,33.004032,-96.76767,"Tin Star - Coit","Plano"
"17287833","Dallas Libertarians Beer Lovers Caucus: The Revolution Begins!",1302673890000,1303257600000,32.82397,-96.77016,"Stan's Blue Note","Dallas"
"5337177","Weekly Meetup 1/16/07 Cheesecake Factory",1166580357000,1168995600000,32.869999,-96.779999,"Cheesecake Factory","Dallas"
