"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
888046,34.157633,-118.387934,"Marie et Cie","Valley Village","qcrwhdyqmbnb|82558672|dbknldyqmbgc|qtpqldyqnbcb|dcvmpdyqnblb|dcvmpdyqnbtb|dcvmpdyqnbmc|dcvmpdyqpbhb|dcvmpdyqpbqb|dcvmpdyqpbjc|dcvmpdyqqbfb"
