"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
152780,32.83058,-116.96297,"Second Wind Bar","Santee","5487300|6454521|6454523|13759994"
230328,32.838703,-116.98246,"Oggi's SANTEE","Santee","11026597|11026645"
237497,32.84297,-116.98481,"Hometown Buffet","Santee","8284831|8315256|8315816|8410685|8410697|8410711|8410723|8618742|8618767|8618856|8865705|8865774|8865782|8865786|8865790|9082904|9082930|9082931|9193586|9193593|9385164|9385191|9385197|9385199|9630584|9691770|9779581|9832025"
249930,32.849998,-116.989998,"Scootz","Santee","5592993"
279451,32.849998,-116.989998,"TheKackler's House","Santee","5910264"
282109,32.839764,-116.96491,"Casa Picante","Santee","5778473"
282219,32.846695,-117.021026,"Santee Boulders","Santee","5779032|5830230|5876745|5892208|5892214|5902453|5931298|5966109|5993420|6008162|6009400|6029692|6031971|6067964|6103918|6104006|6079166|6221827|6264893|6266894|6343974|6296209|6465514|7598795|7651017|7696920|7735114|7757985|7786332|7792155|7875247|7991681|10031993|10345529|10681324|10865199|10881759|11024218|11189632|12039212|12570079|12880996|13218610|13434421|13592682|13527230|zlrtnynjblb|zlrtnynjbtb|14668402|14910600|14990728|15648203|15748162|16112608|16384127|16559662|18895751|23895531|32016512|33160812|34806122|43220002|48260182|49098272|54194912|60397012|69080992|86218962|98765712|12077973|12094200|12101842|12124292|14642945|15638213|16141661"
300446,32.835547,-116.983371,"Liberty Library","Santee","6580377|6933340|7585076|8065194|8212844|11112840|11382476|11744142|11808194|12180635|14537637|15363587|15351783|15422520|15454828|15454809|hvvwpynpbfc|mvvwpynpbfc|15425536|hvvwpynpbnc|mvvwpynpbnc|hvvwpynqbkb|mvvwpynqbkb|hvvwpynqbsb|mvvwpynqbsb|mvvwpypcbgb|15882974|mvvwpypcbpb|mvvwpypcbxb|mvvwpypcbhc|mvvwpypdbcb|mvvwpypdblb|mvvwpypdbtb|mvvwpypdbdc|mvvwpypfbcb|mvvwpypfblb|mvvwpypfbtb|mvvwpypfbdc|mvvwpypfbmc"
305554,32.84411,-116.997734,"Hungry Howies Pizza","Santee","5910256"
349097,32.83873,-116.9836,"Olive Garden - Santee","Santee","15375344"
367881,32.849998,-116.989998,"Santee Trolley Square Shopping Center","Santee","6326634"
429279,32.830269,-117.017555,"Cowles Mountain","Santee","6735216|6735208|8495081|9176336|9374930|10836490|10836495|10964604|11799954|12996400|13410359|13503967|13627609|14102506|14304680|14527962|14618388|14953489|16537267|17549453"
443399,32.849998,-116.989998,"Big Rock Park","Santee","6834780"
463786,32.836094,-116.98366,"Mike's Santee Office","Santee","7000460|7000356|7000360|7000189|7000369|7073758|7000194|6986108|7032415|7032419|7318287|7572543|7929905|8082253|8065212|8019722|8019735|8019742|8020065|8214345|8214425|8214445|8214451|11051641|21732391|65348242"
478354,32.8492,-117.011734,"Sycamore Canyon","Santee","7112957"
516782,32.838936,-117.033531,"MTRP","Santee","10343320|10573088|12920504|14213713|14477250"
519482,32.831318,-117.019554,"Big Rock Park","Santee","16210778"
540862,32.849796,-117.0129,"Big Rocks ~ Santee","Santee","7406999|7577166|12412338|13979256|15531901|20439341|35458072|95587762"
663331,32.849754,-117.01318,"West Hills Park","Santee","11861376"
