"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"5544086","Weekly Meetup 4/10/07 Big Easy",1173233173000,1176249600000,33.02,-96.739998,"Big Easy New Orleans Style Sandwiches","Plano"
"5191506","AsiaFest 2007, the 4th annual Asian American Heritage Festival",1160598041000,1178470800000,33.029999,-96.68,"Haggard Park","Plano"
"5538292","SPCA Mckinney Pet Fest 2007",1173105640000,1177174800000,33.169998,-96.690002,"SPCA Mckinney","Mckinney"
"qvsmhcyqmbdc","The Dallas Yi Jing (I Ching) Meetup - Nuclear Hexagram 27 (Nurishment)",1346002152000,1348336800000,33.071812,-96.616676,"Craig Leger's house","Allen"
"qvsmhcyrdbfc","The Dallas Yi Jing (I Ching) Meetup Nuclear Hexagram 40 (Deliverance)",1322055215000,1.361646e+12,33.071812,-96.616676,"Craig Leger's house","Allen"
"qvsmhcyqqbdc","The Dallas Yi Jing (I Ching) Meetup - Nuclear Hexagram 38 (Opposition)",1355688543000,1356807600000,33.071812,-96.616676,"Craig Leger's house","Allen"
"qvsmhcyqjbfc","The Dallas Yi Jing (I Ching) Meetup",1337547317000,1340474400000,33.071812,-96.616676,"Craig Leger's house","Allen"
"qvsmhcyqlbhc","The Dallas Yi Jing (I Ching) Meetup - Nuclear Hexagram 24 (Return)",1343851600000,1345917600000,33.071812,-96.616676,"Craig Leger's house","Allen"
"70554152","The Dallas Yi Jing (I Ching) Meetup",1340575857000,1343498400000,33.071812,-96.616676,"Craig Leger's house","Allen"
"qmkmnypgbdc","Dinner at Reel Thing Catfish in Allen",1271902113000,1303516800000,33.100388,-96.65875,"Reel Thing Catfish Cafe","Allen"
"qmkmnynpbhb","Dinner at Reel Thing Catfish in Allen",1271902113000,1289001600000,33.100388,-96.65875,"Reel Thing Catfish Cafe","Allen"
"qmkmnypdbhc","Dinner at Reel Thing Catfish in Allen",1271902113000,1.298682e+12,33.100388,-96.65875,"Reel Thing Catfish Cafe","Allen"
"qmkmnynmbnb","Dinner at Reel Thing Catfish in Allen",1271902113000,1284163200000,33.100388,-96.65875,"Reel Thing Catfish Cafe","Allen"
"5580283","DFW Sport Bike Owners April Meetup",1174191462000,1175734800000,33.020302,-96.714661,"Starbucks / Barnes & Noble","Plano"
"5605332","K-9 Kerplunk Splashing frollick on May 5:",1174889559000,1178377200000,33.05529,-96.681282,"Oak Point Swimming Pool","Plano"
"9527887","Dinner Ride to Scotty P's Hamburgers",1231993820000,1234573200000,33.102417,-96.6787,"Scotty P's Hamburgers Allen Inc","Allen"
"53826202","Fossil Spotting Expedition",1330220360000,1332082800000,33.109214,-96.691916,"DaySpring Nature Preserve","Allen"
"8590916","COED Business Building Breakfast",1219325564000,1222172100000,33.102375,-96.681358,"Mimi's Cafe","Allen"
"8654584","Red HOT Papas Co-Ed Chapter Launch! First in Texas.",1220135955000,1220963400000,33.102375,-96.681358,"Mimi's Cafe","Allen"
"16806485","Doggy Day Out",1299332815000,1301252400000,33.087601,-96.643196,"Joe Farmer Rec Center ","Allen"
"8648794","Collin/Denton Memory Walk",1220042298000,1223119800000,33.115002,-96.628598,"Celebration Park","Allen"
"11565354","Collin/Denton Memory Walk benefiting the Alzheimer's Association",1254863768000,1256383800000,33.115002,-96.628598,"Celebration Park","Allen"
"9586506","Plano Lego Lovers",1232736011000,1234562400000,33.078987,-96.750197,"Davis Library","Plano"
"11408988","Women's Business Building Luncheon-McKinney Chapter",1253311103000,1256141700000,33.166881,-96.642572,"La Madeleine Restaurant","Mckinney"
"9527867","Dinner Ride to Texas Land & Cattle",1231993493000,1233968400000,33.047617,-96.699541,"Texas Land and Cattle","Plano"
"9363189","CO-ED Business Building Luncheon-E. Plano Chapter",1229694932000,1233162900000,33.047617,-96.699541,"Texas Land and Cattle","Plano"
"9363275","""CO-ED""  Business Building Luncheon-E. Plano Chapter",1229696523000,1233162900000,33.047617,-96.699541,"Texas Land and Cattle","Plano"
"71898852","Readers & 'ritas with Eloisa James and more",1341377915000,1.352502e+12,33.111417,-96.674083,"Hilton Garden Inn ","Allen"
"12390065","Readers 'n 'ritas Convention - Keynote - Sherrilyn Kenyon",1264136338000,1289660400000,33.111417,-96.674083,"Hilton Garden Inn ","Allen"
"qgtjcfyrdbmb","YA Authors Adventures In Fiction",1357234876000,1360472400000,33.111417,-96.674083,"Hilton Garden Inn ","Allen"
"13846707","Boas and Tiaras High Tea",1276935023000,1307815200000,33.111417,-96.674083,"Hilton Garden Inn ","Allen"
"22881771","Readers & 'ritas",1308603367000,1.321056e+12,33.111417,-96.674083,"Hilton Garden Inn ","Allen"
"55264272","Walk - Celebration Park",1331075064000,1337126400000,33.116398,-96.628593,"Celebration Park","Allen"
"ldzgnynnbkc","NEW!! CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1288196100000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnypnbjc","CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1319645700000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnypdbfc","NEW!! CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1298481300000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnypfbfc","CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1300896900000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnynmbdc","NEW!! CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1285172100000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnypgbkc","CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1303920900000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnyqfblc","CO-ED Business Building Luncheon- Allen Chapter",1328497386000,1332951300000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnypcbjc","NEW!! CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1296062100000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnyppbfc","CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1322673300000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnypmblc","CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1317226500000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"ldzgnyplbgc","CO-ED Business Building Luncheon- Allen Chapter",1269453929000,1314202500000,33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"rmzvpyplbrb","Dallas Daoism (Taoism) Meetup",1289836292000,1313254800000,33.091077,-96.689149,"Former - Borders Books location","Allen"
"rmzvpypjbpb","Dallas Daoism (Taoism) Meetup",1289836292000,1307811600000,33.091077,-96.689149,"Former - Borders Books location","Allen"
"10978183","k-9 Kerplunk Plano TX",1248805922000,1252771200000,33.05575,-96.681211,"Oak Point Park/Center ","Plano"
"8671406","Sabado caliente!!!",1220377545000,1.222542e+12,33.1036,-96.660091,"Jalapeños","Allen"
"8586047","Doggie Swim at Ford Pool - Allen",1219263480000,1220727600000,33.093159,-96.655518,"Ford Park","Allen"
"12115588","Freebirds World Burrito Dinner",1261242888000,1272065400000,33.129177,-96.65519,"The Village At Allen","Allen"
"10431956","Metroplex Mutts August Meetup",1242587614000,1251673200000,33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"12147979","Metroplex Mutts One Year Anniversary ",1261845033000,1274050800000,33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"twqrnynkbdc","Canine Commons Meetup",1277071495000,1279843200000,33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"15563597","Sunday Morning Bowling",1290822931000,1.293984e+12,33.081824,-96.67453,"Allen Bowl","Allen"
"15968039","Sunday Morning Bowling",1294489413000,1298217600000,33.081824,-96.67453,"Allen Bowl","Allen"
"92345862","Rolling Glory- nationwide",1353531892000,1353764700000,33.096721,-96.679935,"Harley-Davidson of Dallas","Allen"
"36511022","3rd Annual Lantern Walk in the Park",1317993641000,1321135200000,33.110776,-96.621254,"South Chisolm Trail Park","Plano"
"34333862","Allen Americans Hockey",1316558770000,1.318635e+12,33.127817,-96.657141,"Allen Event Center","Allen"
"12542377","Allen Americans Hockey",1265553239000,1267922700000,33.127817,-96.657141,"Allen Event Center","Allen"
"15625195","Collin County Home & Garden Show",1291332205000,1.298232e+12,33.127817,-96.657141,"Allen Event Center","Allen"
