"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
1244320,38.365912,-122.005135,"Unity Church of the Valley","Vacaville","9396074|12271185"
9950602,38.378578,-121.943748,"Sonrise Fellowship","Vacaville","87491612"
11316412,38.334728,-122.016823,"Lagoon Valley Park","Vacaville","100951562"
