"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"bdprqyphbcb","Playdate for babies/toddlers",1300498609000,1304269200000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqnbcc","Playdate for babies/toddlers",1350325364000,1350838800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqnbsb","Playdate for babies/toddlers",1349719920000,1.350234e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqkbtb","Playdate for babies/toddlers",1341857412000,1342371600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypgbgc","Playdate for babies/toddlers",1300498609000,1303664400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypkbnb","Playdate for babies/toddlers",1300498609000,1310317200000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqlbhb","Playdate for babies/toddlers",1343672427000,1.344186e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypnbmb","Playdate for babies/toddlers",1300498609000,1318179600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypqbpb","Playdate for babies/toddlers",1323003860000,1323626400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqhbrb","Playdate for babies/toddlers",1336414099000,1336928400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypkbfb","Playdate for babies/toddlers",1300498609000,1309712400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqfbhc","Playdate for babies/toddlers",1332180952000,1332694800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypkbgc","Playdate for babies/toddlers",1300498609000,1311526800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqcbdc","Playdate for babies/toddlers",1326632829000,1327255200000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqgblb","Playdate for babies/toddlers",1333391474000,1333904400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqdbzb","Playdate for babies/toddlers",1329053768000,1329674400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyrcbrb","Playdate for babies/toddlers",1357585807000,1.3581e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyrcbbc","Playdate for babies/toddlers",1358191061000,1358704800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypkbwb","Playdate for babies/toddlers",1300498609000,1.310922e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypmbxb","Playdate for babies/toddlers",1300498609000,1316365200000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqlbjc","Playdate for babies/toddlers",1345486608000,1346000400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqpbpb","Playdate for babies/toddlers",1352143019000,1352656800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypjbjc","Playdate for babies/toddlers",1300498609000,1309107600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqpbxb","Playdate for babies/toddlers",1352747638000,1353261600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypgbwb","Playdate for babies/toddlers",1300498609000,1303059600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyrdbgc","Playdate for babies/toddlers",1300498609000,1361728800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyrdbwb","Playdate for babies/toddlers",1300498609000,1.361124e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyrcbkc","Playdate for babies/toddlers",1358795654000,1359309600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypmbpb","Playdate for babies/toddlers",1300498609000,1315760400000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyplbcc","Playdate for babies/toddlers",1300498609000,1.313946e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqyqqbfc","Playdate for babies/toddlers",1300498609000,1356285600000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypgbnb","Playdate for babies/toddlers",1300498609000,1302454800000,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypmbhc","Playdate for babies/toddlers",1300498609000,1.31697e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
"bdprqypgbfb","Playdate for babies/toddlers",1300480438000,1.30185e+12,37.349998,-121.959999,"Everett Alvarez Jr. Park","Santa Clara"
