"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
735232,37.593895,-121.888421,"sunol community park","Sunol","65523552"
743639,37.515188,-121.830165,"Sunol Regional Wilderness","Sunol","9466346|11547473|13511085|14977373|16825050|33956292|61720992|9230908|16981074|60453232"
756600,37.512973,-121.827366,"Sunol Wilderness Park","Sunol","99992802|104350282"
837129,37.573462,-121.888305,"Sunol Valley Golf Club","Sunol","11072384|26089411|72739582|76283002|76804262|79213642|80030272|102882802"
981384,37.598044,-121.85298,"Sunol Paintball","Sunol","7610224"
1288198,37.593876,-121.88843,"Bosco's Bones and Brew","Sunol","dpcknynkbrb|54859812"
1416948,37.510487,-121.828278,"Sunol Regional Wilderness","Sunol","15842126|49733642|102743692|45681092|17015555"
1598276,37.596104,-121.886154,"Pleasanton Ridge Trailhead","Sunol","17224451"
1620973,37.610394,-121.88504,"Pleasanton Ridge - Foothill Staging Area","Sunol","73673392|75764392|84900232"
1659531,37.610394,-121.88504,"Pleasanton Ridge","Sunol","44765902|73811382"
3085601,37.557362,-121.859718,"Sunol Regional Wilderness","Sunol","94674322|105913732|96850932"
3917642,37.631672,-121.91552,"2800 Kilkare Rd","Sunol","dwqpgcyppbmb"
4839212,37.631306,-121.915245,"2800 Kilkare Rd","Sunol","44863692|46364452"
5063952,37.510506,-121.828308,"Sunol Regional Wilderness","Sunol","50421272"
5359792,37.507591,-121.803596,"Western Trail Riding Services","Sunol","49675042"
6301532,37.579582,-121.88649,"Sunol Valley Golf Club","Sunol","57281322"
6618882,37.525749,-121.80278,"Maguire Peaks Sunol Regional Wilderness","Sunol","59971582"
6962072,37.616859,-121.88652,"Oak Tree Trail","Sunol","62787672"
7283602,37.605221,-121.837166,"6705 Vallecitos Rd","Sunol","65494392"
10107192,37.610394,-121.88504,"Pleasanton Ridge Regional Park","Sunol","89338712|90176122"
10596292,37.585472,-121.885483,"Niles Canyon Railway's Brightside Yard","Sunol","93978072"
10713692,37.510506,-121.828308,"Sunol Regional Park","Sunol","95361662|96832192|102534602"
10747752,37.601192,-121.89048,"Elliston Vineyards","Sunol","95460012"
11069892,37.579582,-121.88649,"Sunol Valley Golf Club","Sunol","98789442|98741722|98789272|99434752|99959582"
11466652,37.598988,-121.924103,"Golden Gate Railroad Museum","Sunol","102282832"
