"event_id","event_name","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"dszfpdyqpbhc","San Diego Sunday Co-ed Softball",1353869100000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qhhvddyqlbqb","San Diego Sunday Co-ed Softball",1344793500000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qkcfcdyqkblb","San Diego Sunday Co-ed Softball",1341769500000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"dszfpdyqpbpb","San Diego Sunday Co-ed Softball",1352659500000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qhhvddyqlbzb","San Diego Sunday Co-ed Softball",1345398300000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qkcfcdyqkbtb","San Diego Sunday Co-ed Softball",1342374300000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"dzgtscyqgbmc","San Diego Sunday Co-ed Softball",1335720600000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qhhvddyqmbmb","San Diego Sunday Co-ed Softball",1347212700000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qtttqcyqgbcb","San Diego Sunday Co-ed Softball",1333299600000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"dzgtscyqgblb","San Diego Sunday Co-ed Softball",1333906200000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"dszfpdyqnblc","San Diego Sunday Co-ed Softball",1351446300000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"12704538","Power Lunch: 5 Ways to Massively Increase Your Income",1267556400000,32.768303,-117.148659,"Seau's -  The Restaurant","San Diego"
"12387662","Power Lunch: LinkedIn Strategies & Tactics",1265137200000,32.768303,-117.148659,"Seau's -  The Restaurant","San Diego"
"9625329","The Northern San Diego Photography Group February Meetup",1235617200000,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"5586233","Joshua Tree National Park Day Trip",1.178379e+12,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"5586228","Joshua Tree National Park Day Trip",1.178379e+12,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"8217425","The Northern San Diego Photography Group July Meetup",1.216863e+12,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"5524791","The Northern San Diego Photography Group March Meetup",1175133600000,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"7505295","The San Diego Modeling April Meeting",1207706400000,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"5256066","Northern San Diego Photo Meetup",1166756400000,32.916077,-117.12043,"Panera Bread","San Diego Mira Mesa"
"16044133","Life @ 50mm / Daily Documentary Photos Challenge",1298948400000,-15.05,167.05,"The Tomb Of The Unknown Cosmonaut","Eastern Quadrant"
"5377571","The San Diego Network Marketing February Meetup",1171335600000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"5265486","The San Diego Entrepreneur December Meetup",1165892400000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"5265489","The San Diego Small Business December Meetup",1165892400000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"5476960","The San Diego Network Marketing March Speed Networking Meetup",1173751200000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"5265488","The San Diego Network Marketing December Meetup",1165892400000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"5377569","The San Diego Entrepreneur February Meetup",1171335600000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"5377572","The San Diego Small Business February Meetup",1171335600000,32.77,-117.139999,"On The Border Mexican Grill & Cantina","San Diego"
"qzhmddyqlbrb","Stroller Strides - Vista/Shadowridge Park location",1344873600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbtb","Stroller Strides - Vista/Shadowridge Park location",1360947600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbnb","Stroller Strides - Vista/Shadowridge Park location",1347292800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbmc","Stroller Strides - Vista/Shadowridge Park location",1.346256e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbnc","Stroller Strides - Vista/Shadowridge Park location",1359565200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbkb","Stroller Strides - Vista/Shadowridge Park location",1352307600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbhc","Stroller Strides - Vista/Shadowridge Park location",1359133200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbcb","Stroller Strides - Vista/Shadowridge Park location",1349107200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbjc","Stroller Strides - Vista/Shadowridge Park location",1351267200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbqb","Stroller Strides - Vista/Shadowridge Park location",1355331600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbkb","Stroller Strides - Vista/Shadowridge Park location",1354899600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqkbfc","Stroller Strides - Vista/Shadowridge Park location",1343059200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbtb","Stroller Strides - Vista/Shadowridge Park location",1345046400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbkb","Stroller Strides - Vista/Shadowridge Park location",1.357578e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbsb","Stroller Strides - Vista/Shadowridge Park location",1352912400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnblb","Stroller Strides - Vista/Shadowridge Park location",1.349712e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbmc","Stroller Strides - Vista/Shadowridge Park location",1351526400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqblc","Stroller Strides - Vista/Shadowridge Park location",1.356714e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbzb","Stroller Strides - Vista/Shadowridge Park location",1348070400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbvb","Stroller Strides - Vista/Shadowridge Park location",1358355600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbcc","Stroller Strides - Vista/Shadowridge Park location",1358787600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbgc","Stroller Strides - Vista/Shadowridge Park location",1.345824e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbfb","Stroller Strides - Vista/Shadowridge Park location",1.34928e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqkbhc","Stroller Strides - Vista/Shadowridge Park location",1.343232e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbcc","Stroller Strides - Vista/Shadowridge Park location",1348243200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbfb","Stroller Strides - Vista/Shadowridge Park location",1344009600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbvb","Stroller Strides - Vista/Shadowridge Park location",1353085200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbwb","Stroller Strides - Vista/Shadowridge Park location",1350489600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbwb","Stroller Strides - Vista/Shadowridge Park location",1345219200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmblc","Stroller Strides - Vista/Shadowridge Park location",1.348848e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqkbkc","Stroller Strides - Vista/Shadowridge Park location",1343404800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbcb","Stroller Strides - Vista/Shadowridge Park location",1343836800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbbc","Stroller Strides - Vista/Shadowridge Park location",1345478400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbnb","Stroller Strides - Vista/Shadowridge Park location",1349884800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbpb","Stroller Strides - Vista/Shadowridge Park location",1.360602e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbfb","Stroller Strides - Vista/Shadowridge Park location",1.354554e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbnc","Stroller Strides - Vista/Shadowridge Park location",1354294800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbgc","Stroller Strides - Vista/Shadowridge Park location",1356368400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbgc","Stroller Strides - Vista/Shadowridge Park location",1348502400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbqb","Stroller Strides - Vista/Shadowridge Park location",1350057600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbfb","Stroller Strides - Vista/Shadowridge Park location",1.346688e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbkb","Stroller Strides - Vista/Shadowridge Park location",1347033600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbdb","Stroller Strides - Vista/Shadowridge Park location",1.351872e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbjb","Stroller Strides - Vista/Shadowridge Park location",1344268800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbnb","Stroller Strides - Vista/Shadowridge Park location",1344614400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbgb","Stroller Strides - Vista/Shadowridge Park location",1357318800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbcc","Stroller Strides - Vista/Shadowridge Park location",1356109200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbsb","Stroller Strides - Vista/Shadowridge Park location",1347638400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbcb","Stroller Strides - Vista/Shadowridge Park location",1.359738e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbdc","Stroller Strides - Vista/Shadowridge Park location",1350921600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpblc","Stroller Strides - Vista/Shadowridge Park location",1.354122e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbfc","Stroller Strides - Vista/Shadowridge Park location",1.35369e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbqb","Stroller Strides - Vista/Shadowridge Park location",1347465600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqkbbc","Stroller Strides - Vista/Shadowridge Park location",1.3428e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbbc","Stroller Strides - Vista/Shadowridge Park location",1361379600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbdc","Stroller Strides - Vista/Shadowridge Park location",1345651200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbnb","Stroller Strides - Vista/Shadowridge Park location",1355158800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbtb","Stroller Strides - Vista/Shadowridge Park location",1350316800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbsb","Stroller Strides - Vista/Shadowridge Park location",1355504400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlblb","Stroller Strides - Vista/Shadowridge Park location",1344441600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbdb","Stroller Strides - Vista/Shadowridge Park location",1.357146e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbkc","Stroller Strides - Vista/Shadowridge Park location",1346083200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqlbpc","Stroller Strides - Vista/Shadowridge Park location",1346428800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbwb","Stroller Strides - Vista/Shadowridge Park location",1355763600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbhb","Stroller Strides - Vista/Shadowridge Park location",1349452800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbwb","Stroller Strides - Vista/Shadowridge Park location",1347897600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqmbhb","Stroller Strides - Vista/Shadowridge Park location",1346860800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdblb","Stroller Strides - Vista/Shadowridge Park location",1360342800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbgc","Stroller Strides - Vista/Shadowridge Park location",1351094400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbpc","Stroller Strides - Vista/Shadowridge Park location",1351699200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbzb","Stroller Strides - Vista/Shadowridge Park location",1353344400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbjc","Stroller Strides - Vista/Shadowridge Park location",1356541200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbsb","Stroller Strides - Vista/Shadowridge Park location",1358182800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbpb","Stroller Strides - Vista/Shadowridge Park location",1357923600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbgb","Stroller Strides - Vista/Shadowridge Park location",1359997200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbjc","Stroller Strides - Vista/Shadowridge Park location",1353949200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqkbnc","Stroller Strides - Vista/Shadowridge Park location",1.343664e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbrb","Stroller Strides - Vista/Shadowridge Park location",1360774800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbmb","Stroller Strides - Vista/Shadowridge Park location",1357750800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbcc","Stroller Strides - Vista/Shadowridge Park location",1353517200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqkbxb","Stroller Strides - Vista/Shadowridge Park location",1342627200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbqb","Stroller Strides - Vista/Shadowridge Park location",1352739600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcbxb","Stroller Strides - Vista/Shadowridge Park location",1358528400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbmb","Stroller Strides - Vista/Shadowridge Park location",1352480400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbxb","Stroller Strides - Vista/Shadowridge Park location",1361206800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrcblc","Stroller Strides - Vista/Shadowridge Park location",1359392400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqnbzb","Stroller Strides - Vista/Shadowridge Park location",1350662400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbzb","Stroller Strides - Vista/Shadowridge Park location",1355936400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbjb","Stroller Strides - Vista/Shadowridge Park location",1.36017e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbdc","Stroller Strides - Vista/Shadowridge Park location",1361552400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbpc","Stroller Strides - Vista/Shadowridge Park location",1356973200000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqqbhb","Stroller Strides - Vista/Shadowridge Park location",1354726800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyqpbhb","Stroller Strides - Vista/Shadowridge Park location",1352134800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"9455901","The San Diego Search Engine Optimization February Meetup",1.23363e+12,32.756264,-117.19777,"La Pinata Mexican Restaurant","San Diego"
"23180601","San Marcos Libary Baby Sign Language Storytime Meetup",1311703200000,33.141319,-117.16082,"San Marcos Library","San Marcos"
"47549552","Cheer on our runners!!!!",1327249800000,33.13247,-117.33542,"Cannon Park","Carlsbad"
"5834134","Joseph Bellows Gallery Reception",1182031200000,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"11613267","Full Moon - The Apollo Missions - Photography Reception",1.255824e+12,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"6250808","Photography Reception - Joseph Bellows Gallery - Sept 8",1.189296e+12,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"11613143","Full Moon - The Apollo Missions - Photography Reception",1.255824e+12,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"5834270","Joseph Bellows Gallery Reception II - Chip Hooper",1182031200000,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"46914992","Bellows Gallery Opening Reception - George Brown's Bar",1326589200000,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"46915302","Bellows Gallery Opening Reception - George Brown's Bar",1326589200000,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"6250831","Photography Reception - Joseph Bellows Gallery - Sept 8",1.189296e+12,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"21106951","Sea Creatures: Ocean Photographs @ Joseph Bellows Gallery - La Jolla",1307836800000,32.843342,-117.273018,"Joseph Bellows Gallery","La Jolla"
"5782458","Morrison Hotel Gallery Reception",1180231200000,32.849087,-117.27196,"Morrison Hotel Gallery (Fine Art Music Photography)","La Jolla"
"7320446","Morrison Hotel Gallery - Ian Wright Reception",1.205028e+12,32.849087,-117.27196,"Morrison Hotel Gallery (Fine Art Music Photography)","La Jolla"
"5782448","Morrison Hotel Gallery Reception",1180231200000,32.849087,-117.27196,"Morrison Hotel Gallery (Fine Art Music Photography)","La Jolla"
"10025362","Morrison Hotel Gallery - Robert Whitaker Reception",1240711200000,32.849087,-117.27196,"Morrison Hotel Gallery (Fine Art Music Photography)","La Jolla"
"7319479","Morrison Hotel Gallery - Ian Wright Reception",1.205028e+12,32.849087,-117.27196,"Morrison Hotel Gallery (Fine Art Music Photography)","La Jolla"
"6923369","Post Holiday Group Dinner - January 6 - On The Border",1.199673e+12,32.916847,-117.120445,"On The Border Cantina","San Diego"
"40639902","Thanksgiving Day -Early Dinner at BaRen Restaurant -",1322181900000,32.833164,-117.159943,"Tea N More","San Diego"
"5116109","Ray at Night",1157853600000,32.74,-117.13,"Ray At Night","San Diego"
"5116116","Ray at Night",1157853600000,32.74,-117.13,"Ray At Night","San Diego"
"26515661","Fiesta Island Walk",1313544600000,32.778927,-117.218513,"Fiesta Island Dog Beach","San Diego"
"17279456","Dog Play Group for the Dogsitters Exchange Group",1302973200000,32.778927,-117.218513,"Fiesta Island Dog Beach","San Diego"
"16541793","The People's Republic of Ocean Beach Shootout",1.299348e+12,32.743656,-117.245865,"Ocean Beach","San Diego"
"5880698","Ocean Beach Street Fair & Chili Cookoff",1.182618e+12,32.743656,-117.245865,"Ocean Beach","San Diego"
"5880649","Ocean Beach Street Fair & Chili Cookoff",1182650400000,32.743656,-117.245865,"Ocean Beach","San Diego"
"5317800","Ocean Beach Tidepools And Cliffs Trek And Photography Shoot",1168117200000,32.743656,-117.245865,"Ocean Beach","San Diego"
"7153087","Ocean Beach Exploration",1201978800000,32.743656,-117.245865,"Ocean Beach","San Diego"
"7153217","Ocean Beach Exploration",1201978800000,32.743656,-117.245865,"Ocean Beach","San Diego"
"crfgnynhbjc","Wednesday Night Co-Ed Basketball",1.274922e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"dlnhmcyqcbgc","Tuesday Night Indoor, Co-Ed, Pick-Up Volleyball",1.327464e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"cdrgnynhbjc","Wednesday Night Co-Ed pick-up Basketball",1.274922e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"13484264","Wednesday Night Co-Ed Dodgeball",1.274319e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"ddrgnynhbzb","Wednesday Night Co-Ed pick-up Dodgeball",1.274319e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"qmkvmcyqcbpc","Tuesday Night Indoor, Co-Ed, Pick-Up Volleyball",1328068800000,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"dlqrlcyqcbwb","Tuesday Night Indoor, Co-Ed, Pick-Up Volleyball",1326859200000,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"13484282","Wednesday Night Co-Ed Dodgeball",1.274319e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"13484343","Wednesday Night Co-Ed Dodgeball",1.274319e+12,32.699577,-117.106384,"Mountain View Community Center","San Diego"
"13901490","Various Free Workshops - Toastmasters Leadership Institute",1280586600000,32.771847,-117.180351,"San Diego County Office of Education","San Diego"
"bljpqypjblb","RRS Group Run",1307581200000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"cnqtvypmbkb","Road Runner Sports San Diego Group Run",1315443600000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyqqbmc","Saturday Morning Run",1356796800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"qrszjdyrcbfc","Road Runner Sports San Diego Group Run",1358992800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyrhbgb","Saturday Morning Run",1367679600000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"13024660","RRS Group Run",1.271898e+12,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypnbtb","Saturday Long Run & Team SDR Training",1318690800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"60743992","Free Barefoot Running Clinic with Barefoot Ken Bob Saxton",1335632400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypkbfc","Saturday Long Run",1311433200000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"frfmqypdbjc","Saturday Long Run",1.298736e+12,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypjbxb","Saturday Long Run",1308409200000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyplbbc","Saturday Long Run",1313852400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyqcbsb","Saturday Long Run & Team SDR Training",1326556800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"cnqtvyqjbbc","Road Runner Sports San Diego Group Run",1340240400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypkbdb","Saturday Long Run",1309618800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypfbqb","Saturday Long Run",1299945600000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"wcswnynmbmc","RRS Group Run",1285808400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"cnqtvyplbwb","Road Runner Sports San Diego Group Run",1313629200000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyrdbdb","Saturday Morning Run",1359820800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypmbgc","Saturday Long Run",1316876400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"cnqtvypkbrb","Road Runner Sports San Diego Group Run",1310605200000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"cnqtvyqcbxb","Road Runner Sports San Diego Group Run",1326938400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"wcswnynqbtb","RRS Group Run",1292464800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypmbwb","Saturday Long Run",1316271600000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyrdbvb","Saturday Morning Run",1361030400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"qfsxqyphbcc","FREE ""Learn to Run With SDR"" Beginners Clinic: Runners' Bathroom Edition",1.30599e+12,32.788872,-117.209457,"Runner's Restroom","San Diego"
"12758029","RRS Group Run - St. Patty's Day!",1.268874e+12,32.788872,-117.209457,"Runner's Restroom","San Diego"
