"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
138774,37.573242,-122.311348,"Seal Point Park","San Mateo","52732342|53809042"
169796,37.57,-122.32,"Leo J. Ryan Park","San Mateo","4869910"
195755,37.565876,-122.330009,"Table of Life, Jin & Clarina","San Mateo","5319374|5393824"
210771,37.56679,-122.3238,"Sacred Paths Bookstore","San Mateo","6265439|6265381|7010319|7152934|7133699|7387984|7220785|7433749|7518449|8130127|8130915|8130116|8278211|8278236|8278241|8273368|8278244|8587370|8546460|8546513|8935570|8601195|8546575|8935580|8825888|8825926|9142871|9142785|9041644|9142787|9142790|8825940|9142791|9142808|9142796"
235583,37.573452,-122.30354,"Ryder Park @ Shorline Park","San Mateo","14344069"
278845,37.563976,-122.324585,"Ni-Mo","San Mateo","12927757"
284939,37.560482,-122.2921,"Parkside Aquatics Park","San Mateo","5793813|5938960|9047259|51317692|qgxqxcyqjbdb|dpbrxcyqjbdb|qgxqxcyqjbvb|dpbrxcyqjbvb|68760332|qgxqxcyqjbnc|dpbrxcyqjbnc|qgxqxcyqkbsb|dpbrxcyqkbsb|qgxqxcyqkblc|dpbrxcyqkblc|qgxqxcyqlbpb|dpbrxcyqlbpb|qwdlgdyqlbhc|qbflgdyqlbhc|qwdlgdyqmblb|qbflgdyqmblb|qwdlgdyqmbdc|qbflgdyqmbdc"
306979,37.556202,-122.300941,"Marriott Hotel","San Mateo","5918934"
311586,37.57,-122.32,"Parkside Aquatic Park (On the left side before the end)","San Mateo","5946894"
318595,37.567913,-122.32483,"La Cumbre Taqueria","San Mateo","5822823"
319809,37.56792,-122.274574,"Crown Plaza Hotel","San Mateo","6001837"
326731,37.568752,-122.32571,"Peninsula Italian Amercian Social Club","San Mateo","6048260"
330035,37.549999,-122.330002,"Marriott Hotel","San Mateo","6069797"
343447,37.540001,-122.300003,"San Mateo County Expo Center","San Mateo","7468347"
