"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
147221,36.97202,-121.95168,"Zelda's","Capitola","13939032"
342193,36.973213,-121.95051,"Avalon Visions","Capitola","8119015"
660676,36.97374,-121.96223,"Dharma's","Capitola","13197911|15984865"
728771,36.978688,-121.953116,"Capitola Beach","Capitola","13272250"
884051,36.974514,-121.955879,"Shadowbrook","Capitola","16680477"
981003,36.972209,-121.952066,"Fog Bank","Capitola","14707028|15105245|14707361|14705387|15088116|15085365"
985888,36.972087,-121.950756,"Capitola Beach","Capitola","10645787|17000570"
1011140,36.974526,-121.955829,"Shadowbrook / Capitola by the Sea","Capitola","16680318"
1037530,36.971201,-121.954454,"Capitola Wharf/Pier","Capitola","11112169|11138395"
1297475,36.970671,-121.953633,"Wharf House Restaurant","Capitola","14236513|32471422|14236857|32470562|32474712|32472032"
1363648,36.979587,-121.955843,"Mr. Toots Coffeehouse","Capitola","67153762"
1515937,36.982952,-121.93324,"New Brighton Beach","Capitola","60757182|65816362"
1555827,36.979519,-121.950043,"Brookvale Terrace Recreation Hall","Capitola","16866668"
1614730,36.982121,-121.951675,"Susan's Place","Capitola","17363584"
1614740,36.982121,-121.951675,"Capitola","Capitola","17363697"
1652861,36.972374,-121.952095,"210 Esplanade","Capitola","17710341"
1711921,36.982952,-121.933243,"new brington SB","Capitola","18224091"
3560022,36.982121,-121.951675,"Rev. Susan Hopkirk","Capitola","79676812|78783762|84870192|81581882|87875232|89213992|89170952|89171882|qgqbrdyqpbpb|98522732|101681562|101683852|102291592|102291822|101682292|103004512"
4167942,36.982121,-121.951675,"910 Capitola Ave","Capitola","38894182"
5050182,36.982426,-121.943291,"COMMUNITY CHURCH","Capitola","47050482"
5262622,36.974487,-121.953537,"City of Capitola Council Chambers","Capitola","48865562"
7456802,36.982952,-121.933243,"New Brighton Beach State Park","Capitola","77446452"
8281212,36.981323,-121.955986,"Peet's Coffee & Tea","Capitola","73973332"
