"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
215219,33.003139,-96.531128,"Community Park","Wylie","13641862|12873578|12873552"
219787,33.01421,-96.538895,"Ballard Street Cafe","Wylie","10903086"
231610,33.017338,-96.538872,"Olde City Park","Wylie","66413222|81333312|66414482|81332062"
307584,33.014061,-96.538895,"Historic DownTown Wylie","Wylie","87173102"
694015,33.016435,-96.538505,"Taste of Home","Wylie","cnkmnyplbjc|47604282|54458782|64388132|73226022|82859592|99051122"
722796,33.013843,-96.538902,"Olde City Park","Wylie","10521831"
822954,33.032982,-96.521233,"Trinity Trails (East Fork Day Use Trailhead)","Wylie","11733463|12157199"
924932,33.035366,-96.492157,"In-Sync Exotics Wildlife Rescue and Education Center","Wylie","12039505|15207390|15207365|12670358|81667062"
1068978,33.041047,-96.529613,"Lavon Water Sports at Collin Park Marina","Wylie","11404024|67695032"
1201062,33.009367,-96.553741,"Majestic Ballroom and Dance Center","Wylie","25226251|pqslwypkbcc|pqslwyplbgb|pqslwyplbpb|pqslwypmbmc|pqslwypnbrb|pqslwypqbcb|pqslwypqbtb|pqslwyqcbhb|pqslwyqdbdb|pqslwyqdbmb|pqslwyqdbvb|pqslwyqhbfb|pqslwyqhbwb|pqslwyqhbpc|pqslwyqjbkb|pqslwyqjbcc|pqslwyqlbnc|pqslwyqmbbc|pqslwyqnbgb|pqslwyqnbxb|pqslwyqnbhc|pqslwyqpbcb|pqslwyqpblb|pqslwyqpbtb|pqslwyqpbdc|pqslwyqpbmc|pqslwyqqbjb|pqslwyqqbrb|pqslwyqqbbc|pqslwyqqbkc|pqslwyrcbnb|pqslwyrcbgc|pqslwyrcbpc|pqslwyrdbkb|pqslwyrdbsb|pqslwyrdblc"
1252439,33.021732,-96.509456,"Meteor Hamburgers","Wylie","13254194"
1253503,33.008194,-96.544609,"McDonald's","Wylie","13266383|13480445|15027061|15515176"
1253668,33.007418,-96.551536,"Chiloso Mexican Bistro","Wylie","13254084"
1283580,33.041047,-96.529613,"Collin Park Marina","Wylie","22249161"
1508162,33.007381,-96.546623,"Mc Donalds","Wylie","28047801"
2149341,33.009083,-96.542778,"Sonic Drive-In","Wylie","70798342"
3346442,33.033828,-96.516703,"Lake Lavon East Fork Trailhead","Wylie","36211062|41653822"
3535932,33.013615,-96.532158,"Hughes Cemetery aka Kreymer","Wylie","16209504"
5260052,33.014267,-96.53596,"starbucks","Wylie","47602552|78011352|95218982"
7380112,33.016418,-96.538521,"Taste of Home","Wylie","105656092"
8800602,33.01675,-96.51963,"Wylie Fire Department 3","Wylie","80182202"
8950792,32.98621,-96.550392,"2124 Highland River Dr","Wylie","80270792"
9009782,32.98621,-96.550392,"2124 Highland River Dr.","Wylie","80270312|81334012|81332252|81332772"
9445172,33.015121,-96.538879,"Unveiled Mysteries Psychic Fair","Wylie","83923062"
9906912,33.022594,-96.513939,"Best Western Plus Wylie Inn","Wylie","qqvzqdyqqbcb"
10195272,32.987061,-96.526237,"Erin's House","Wylie","90282142"
11685152,33.007416,-96.551537,"Chiloso","Wylie","104171722"
11766762,33.009361,-96.553741,"Wylie Acting Group Studio","Wylie","104884602"
11849542,33.008202,-96.544525,"McDonalds","Wylie","105586652"
