"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
683913,40.75,-73.99,"American Express","New York","8150748|8630460|8150790"
683919,40.74894,-73.991821,"Blackberry","New York","8150770|11462490|11462484"
1451026,40.738865,-73.983173,"WEBCAST","New York","15932470|15761009"
4237092,40.762836,-73.981987,"Conference Room: Empire West, Sheraton New York Hotel & Towers","New York","36913162"
4679352,40.743931,-73.980354,"Red Ball Garage","New York","55417372"
5547492,40.76469,-73.9813,"870 7th Ave, New York, NY 10019","New York","51191332"
7325612,40.752792,-73.994888,"Javits Center","New York","65839252"
8696822,40.761909,-73.979019,"Hilton New York (Fourth Floor, Harlem Suite)","New York","77590492"
8887262,40.727688,-74.007446,"PulsePoint","New York","76808232|76809642"
9209692,40.762329,-73.97924,"New York Hilton, Concourse C","New York","81954542"
9629822,40.762329,-73.97924,"Hilton New York","New York","85047782"
9857052,40.762623,-73.982506,"Rosie O'Grady's","New York","87399582"
11016272,40.730942,-73.883415,"New York Cruise Terminal","New York","98328442"
11877382,40.749119,-73.96946,"United Nations ","New York","105865372"
