"member_id","partition","partition_time","max_intersect_events","events_num"
1938853,1,1227021836,2,8
1947368,1,1211323054,2,12
1953848,1,1340057322,4,6
1957245,1,1350280621,13,40
1980225,1,1320976453,3,14
1985344,1,1162881496,1,10
1991670,1,1295225051,6,13
2000775,1,1306901911,2,8
2031486,1,1352577203,2,7
2036129,1,1276479054,2,8
2039634,1,1289192551,3,16
2056870,1,1319523879,3,6
2064810,1,1355301334,3,7
2065090,1,1297051521,3,6
2065447,1,1178397262,3,6
2066555,1,1327686489,4,20
2075545,1,1293468304,5,8
2079835,1,1320342037,2,5
2080240,1,1327734716,2,17
2084571,1,1287246417,2,9
2088351,1,1207203622,3,12
2090523,1,1319664650,7,46
2091347,1,1307731888,3,10
2091614,1,1169590631,2,6
2091860,1,1284488279,13,24
2092264,1,1223765174,2,7
2102140,1,1161981976,1,8
2106887,1,1216584022,5,27
2107626,1,1297986759,3,13
2114954,1,1322773284,4,13
2124056,1,1327391514,6,24
2125076,1,1178811977,2,6
2127261,1,1284814950,21,66
2129557,1,1295195327,2,9
2131245,1,1185819217,1,12
2131678,1,1327409007,3,6
2132898,1,1194157641,1,5
2136845,1,1319650794,1,7
2139232,1,1296557397,4,13
2143005,1,1310137518,11,38
2143370,1,1316580504,6,19
2147387,1,1314359011,2,12
2152168,1,1339716540,2,9
2154294,1,1294474342,2,12
2158391,1,1342636846,3,8
2159562,1,1341996212,49,194
2163550,1,1298446814,12,19
2167555,1,1309487922,1,5
2172059,1,1307343511,8,11
2175813,1,1307828169,3,9
2176188,1,1317400347,4,8
2176408,1,1183528210,3,22
2180359,1,1305939992,52,270
2184217,1,1323897436,10,67
2186214,1,1313623230,4,16
2194243,1,1201196268,1,5
2198248,1,1311212947,1,5
2202869,1,1297348236,4,17
2205169,1,1275804409,4,9
2205262,1,1289322376,4,12
2206113,1,1313103827,7,22
2209913,1,1347333425,4,11
2214090,1,1191081475,1,7
2217047,1,1288021125,1,7
2217444,1,1313601670,2,13
2219429,1,1298397008,2,6
2219580,1,1319170047,1,7
2220244,1,1294566305,6,7
2221672,1,1312519101,2,9
2226505,1,1276040358,2,12
2227441,1,1320580460,3,10
2230423,1,1313178933,5,6
2232099,1,1358355672,5,10
2244482,1,1285870198,2,7
2249721,1,1303475701,2,5
2257396,1,1343917605,3,12
2268287,1,1297545630,7,19
2277874,1,1323728864,3,5
2280688,1,1311146503,4,17
2285816,1,1344414003,2,6
2286088,1,1318845194,2,5
2293224,1,1236397500,1,6
2303126,1,1355026127,2,12
2306297,1,1323275075,4,8
2307977,1,1298544780,3,8
2317128,1,1336193860,2,5
2319620,1,1210908454,2,9
2322837,1,1172384506,2,13
2327943,1,1296777902,3,8
2329159,1,1311312861,2,5
2330136,1,1325652655,6,29
2335544,1,1292773791,5,40
2337736,1,1179212676,2,13
2338247,1,1222390382,3,6
2341070,1,1309388673,3,7
2345276,1,1336580670,7,23
2345642,1,1180942304,5,45
2346013,1,1305537100,2,5
2351480,1,1284463071,4,5
2361930,1,1287273964,3,9
2361931,1,1307364853,2,9
2367702,1,1309348518,2,8
2368130,1,1346789903,4,12
2368661,1,1279840524,7,11
2375647,1,1312487088,5,14
2382568,1,1315737496,6,21
2383923,1,1285375730,28,53
2384372,1,1289452493,2,8
2389950,1,1180153799,3,8
2394628,1,1354807281,8,17
2397869,1,1286951324,7,24
2400229,1,1309289889,17,73
2402244,1,1307177962,4,10
2412458,1,1285628445,8,20
2422242,1,1303875759,2,5
2422687,1,1326794455,2,10
2422746,1,1275196379,5,16
2424656,1,1319638814,4,26
2441183,1,1314637653,4,8
2442070,1,1282045356,4,7
2445395,1,1344499047,2,5
2446793,1,1284679169,2,7
2458943,1,1304447329,2,7
2464184,1,1171369200,3,12
2484914,1,1284191949,4,12
2493962,1,1342622179,5,9
2503282,1,1355562178,4,8
2505244,1,1281985942,15,43
2510317,1,1292077378,3,8
2512518,1,1287350723,2,5
2513456,1,1316320782,3,19
2520424,1,1285644460,4,8
2525343,1,1308096192,2,17
2531265,1,1286254109,9,10
2533300,1,1300982467,4,5
2555425,1,1296361876,2,8
2559412,1,1221614910,3,11
2565263,1,1339388394,3,10
2568445,1,1323263494,2,38
2569320,1,1286877439,6,11
2570876,1,1293347688,2,14
2576113,1,1281758243,8,12
2592865,1,1275012480,9,17
2593132,1,1304318924,5,11
2595667,1,1339018617,3,16
2599247,1,1330468722,9,84
2613210,1,1309644258,4,18
2617361,1,1176478286,2,14
2620225,1,1279387585,2,18
2622766,1,1283947989,4,21
2628088,1,1338064440,8,18
2629622,1,1278993337,14,26
2632504,1,1297115549,2,9
2633808,1,1346226827,4,28
2641229,1,1357002353,3,8
2647813,1,1284468947,7,15
2648294,1,1346003131,3,8
2650146,1,1350824260,4,11
2652227,1,1279800967,7,20
2659235,1,1343262152,3,20
2677579,1,1281684318,1,5
2689369,1,1322489302,10,42
2690640,1,1294104920,6,15
2695811,1,1317411319,1,5
2699722,1,1357707899,3,13
2702171,1,1294784472,2,5
2704425,1,1308271403,3,6
2706049,1,1301038906,1,5
2712329,1,1160294237,1,5
2712477,1,1300259623,3,23
2725270,1,1289998811,5,9
2728216,1,1294773814,4,9
2730632,1,1319461557,3,6
2731392,1,1314906266,3,7
2734293,1,1353923046,2,5
2735840,1,1312073700,3,18
2740450,1,1295098760,3,6
2746065,1,1163217079,1,7
2750608,1,1320100310,2,10
2752124,1,1279008823,2,5
2753747,1,1331183692,3,10
2753812,1,1159776248,1,5
2754438,1,1161886153,2,8
2756593,1,1316737590,4,9
2759163,1,1188055321,2,8
2759854,1,1322207180,2,5
2762083,1,1318454005,4,29
2762275,1,1308477905,6,17
2762462,1,1278427473,2,13
2766571,1,1346036928,2,7
2770921,1,1284336824,3,6
2779512,1,1299801554,2,5
2783015,1,1320425425,5,16
2785685,1,1233725521,1,9
2797135,1,1304052766,1,7
2801958,1,1279966307,3,11
2803462,1,1317897543,2,5
2804593,1,1357863463,3,10
2806891,1,1345804501,2,5
2811332,1,1285007669,1,6
2815130,1,1290544058,10,27
2828990,1,1318630719,1,5
2834161,1,1184065893,2,6
2841073,1,1301329501,2,6
2845730,1,1330729778,6,21
2851789,1,1298621895,6,32
2852288,1,1276312391,3,5
2853924,1,1337455755,3,11
2862947,1,1304123255,10,25
2868051,1,1288037690,3,8
2868453,1,1299646229,4,11
2870313,1,1351681259,3,10
2877680,1,1344716241,3,5
2878093,1,1312397229,3,24
2889554,1,1340817347,5,29
2891847,1,1314370113,5,5
2894739,1,1274765029,3,12
2894940,1,1283224512,4,12
2897094,1,1295804506,12,24
2899956,1,1194615557,3,6
2900047,1,1294113943,2,18
2902147,1,1282085193,3,17
2902222,1,1315182973,2,5
2909285,1,1313338498,2,9
2909662,1,1295987226,9,16
2915239,1,1342500549,3,18
2916607,1,1295500687,10,56
2924028,1,1188294057,2,13
2925032,1,1344146229,2,16
2926572,1,1347209312,2,6
2935168,1,1289770767,2,12
2940395,1,1285909254,5,11
2940984,1,1182966538,2,8
2948255,1,1196844437,1,7
2955565,1,1310751766,6,24
2964980,1,1219321492,3,12
2969779,1,1306640441,11,11
2970504,1,1276558183,2,5
2972653,1,1297254206,2,9
2976884,1,1328297042,3,9
2981101,1,1291659712,2,14
2982583,1,1296784188,2,6
2985446,1,1342829442,3,72
2985559,1,1311387465,3,7
2986210,1,1346716760,22,131
2987855,1,1281109958,2,5
3000083,1,1302534357,7,18
3004261,1,1293096917,2,10
3005635,1,1310637783,2,7
3006433,1,1342540886,4,18
3015945,1,1329771692,5,14
3019307,1,1300692950,3,10
3023325,1,1300226010,1,5
3026855,1,1331586359,5,15
3028975,1,1337504760,2,5
3030333,1,1300280964,15,26
3031505,1,1294561515,2,5
3038901,1,1332415903,6,10
3040718,1,1310718849,7,57
3061337,1,1330965359,5,22
3065791,1,1288965908,2,7
3071415,1,1334864854,2,14
3071900,1,1309616788,3,9
3072088,1,1328375029,2,5
3079284,1,1308347535,4,14
3082071,1,1184637140,5,31
3090759,1,1301577827,3,11
3096648,1,1311605494,8,27
3111835,1,1191751666,2,13
3111974,1,1318071940,5,15
3112068,1,1328561541,2,10
3112545,1,1308767406,3,19
3113241,1,1314724952,2,5
3117075,1,1326696231,4,9
3117490,1,1319494302,3,22
3118758,1,1305659770,2,6
3122644,1,1339459789,2,9
3123874,1,1317340013,10,26
3124658,1,1313576631,9,69
3127089,1,1308041614,2,16
3133833,1,1326779729,5,15
3134176,1,1328960900,2,13
3135138,1,1342523685,2,6
3135522,1,1297457577,3,7
3137888,1,1279924503,8,34
3145058,1,1311971166,2,6
3148114,1,1322210701,2,5
3148134,1,1316792943,8,17
3152526,1,1189604039,1,10
3153856,1,1338922529,2,5
3155267,1,1286899150,2,9
3156441,1,1296026922,2,5
3159722,1,1342049173,14,50
3162965,1,1304359248,3,9
3163152,1,1301859086,3,5
3164247,1,1352012525,3,8
3170753,1,1299824092,7,40
3173659,1,1344697188,7,14
3174456,1,1326779277,2,8
3175438,1,1337412438,5,19
3176384,1,1352236563,3,16
3180151,1,1312175569,5,10
3181128,1,1324500719,5,24
3182088,1,1284437835,3,7
3185802,1,1332484436,3,7
3189472,1,1333091985,3,5
3189899,1,1233884804,2,9
3192189,1,1171456833,1,7
3192325,1,1327043106,7,32
3194751,1,1282531842,1,5
3198060,1,1318907098,2,9
3201538,1,1304642579,4,10
3201646,1,1279474087,2,5
3214912,1,1279672524,3,12
3215201,1,1327728128,4,11
3223471,1,1314148280,2,5
3229925,1,1335461252,4,15
3235329,1,1340014012,2,5
3235332,1,1282044105,1,6
3237072,1,1307618983,5,12
3239577,1,1204358630,2,8
3245269,1,1359977822,4,16
3248221,1,1291136524,2,7
3251296,1,1303773098,3,14
3253066,1,1309284521,3,13
3255395,1,1307074962,1,6
3257129,1,1311385058,4,38
3260462,1,1314205149,5,16
3260810,1,1161786009,1,5
3261272,1,1335366940,2,5
3262063,1,1170918245,1,5
3265403,1,1311185355,10,14
3270379,1,1347582347,3,25
3271115,1,1317287578,5,8
3272511,1,1284740053,3,7
3273292,1,1322868181,2,11
3276160,1,1328841332,3,5
3276269,1,1307220321,4,6
3283962,1,1299514247,4,7
3285537,1,1316895001,3,18
3285874,1,1310928613,2,8
3290704,1,1303289057,1,12
3297654,1,1353462750,14,23
3297742,1,1295561974,5,8
3298746,1,1284501678,2,7
3314073,1,1345072792,2,9
3314617,1,1281289542,10,13
3316603,1,1291817496,9,16
3321149,1,1189562443,1,6
3321512,1,1174857761,10,46
3322253,1,1348806840,5,19
3330792,1,1352451864,3,6
3332374,1,1178511326,2,8
3332812,1,1293600885,2,5
3333032,1,1351941399,4,21
3333604,1,1333123657,4,12
3335512,1,1218134843,4,10
3339822,1,1336495755,3,15
3340133,1,1316798153,2,7
3343709,1,1185374970,2,8
3344643,1,1302214762,1,5
3353058,1,1345587340,4,18
3353816,1,1354733501,3,11
3363906,1,1345790147,3,11
3367644,1,1236343931,2,11
3367756,1,1169324688,3,5
3367862,1,1305122015,3,5
3368715,1,1312371669,7,8
3370752,1,1272096745,7,9
3370817,1,1349528578,2,9
3371054,1,1326413151,3,9
3374138,1,1288733356,3,9
3374833,1,1299408545,4,24
3374844,1,1166283807,2,19
3376324,1,1311165955,7,9
3376911,1,1346036200,3,7
3382724,1,1301769201,4,14
3384305,1,1287501432,5,27
3384722,1,1335456945,3,5
3388672,1,1348160418,3,11
3394852,1,1294504925,3,12
3400959,1,1308220429,2,6
3402284,1,1325828609,5,14
3402538,1,1304866329,2,6
3405536,1,1296552667,2,6
3410074,1,1294342494,3,7
3414349,1,1308973022,3,13
3416764,1,1294395747,3,9
3421183,1,1206470088,3,27
3426285,1,1327841481,2,5
3428035,1,1308335572,2,12
3432442,1,1283400946,3,5
3433577,1,1326227268,2,6
3435254,1,1190467772,7,61
3438811,1,1357037601,6,16
3439768,1,1349770436,4,7
3443909,1,1326311579,2,6
3444038,1,1335993702,3,10
3446954,1,1293983657,4,19
3447703,1,1330948894,2,6
3452854,1,1202920109,1,8
3454298,1,1336447120,3,8
3455426,1,1325981722,5,12
3460213,1,1313673070,6,16
3461841,1,1334033763,5,22
3463369,1,1321495116,2,5
3464278,1,1284325557,2,5
3465192,1,1306355107,2,7
3467089,1,1327029358,6,22
3468653,1,1287229140,6,17
3473733,1,1306751968,2,5
3474278,1,1317613511,1,5
3477556,1,1291138905,7,42
3477588,1,1312829146,3,8
3477608,1,1332108542,2,6
3483512,1,1305711092,4,12
3485148,1,1324523736,5,19
3489274,1,1343732101,5,32
3490294,1,1306929562,2,7
3490692,1,1277009240,1,9
3492831,1,1300705222,6,14
3498502,1,1221095844,1,6
3505159,1,1307104716,6,6
3505492,1,1280533221,5,7
3511012,1,1189219057,1,6
3512846,1,1227399102,1,6
3516266,1,1331193564,2,10
3516772,1,1200462645,2,12
3520782,1,1166162452,1,7
3527789,1,1354561755,3,7
3534549,1,1345638771,5,25
3535993,1,1327842294,2,5
3538244,1,1350648007,4,16
3552027,1,1311011206,6,28
3557862,1,1191624673,1,9
3561164,1,1305636217,3,10
3563181,1,1301564217,2,12
3564942,1,1206324418,2,5
3565035,1,1327634323,2,9
3565135,1,1192760445,2,7
3570733,1,1303885156,1,6
3572781,1,1286676106,4,7
3573199,1,1177295677,2,8
3575650,1,1291316559,3,17
3580329,1,1295576800,12,20
3588763,1,1301348880,4,6
3590401,1,1316553197,5,29
3597150,1,1201191741,2,9
3597720,1,1304883220,5,9
3599995,1,1349196036,6,16
3600180,1,1314880539,2,12
3601906,1,1300356319,4,10
3605877,1,1301597369,5,8
3607041,1,1279038391,4,7
3612198,1,1289502621,6,14
3612766,1,1318616239,6,24
3613104,1,1178835474,2,10
3617080,1,1294730010,15,17
3617217,1,1344566677,3,11
3617219,1,1199450954,3,24
3633231,1,1278508611,2,5
3634689,1,1288450636,16,95
3634697,1,1354475267,4,13
3635435,1,1342068616,3,6
3639853,1,1173310962,2,15
3639899,1,1307382821,6,28
3642114,1,1314455558,2,6
3644799,1,1287525654,9,52
3646795,1,1299676102,2,7
3649132,1,1354266811,2,7
3651107,1,1311810950,2,13
3651598,1,1304321213,3,16
3664119,1,1286763565,45,69
3664426,1,1216112072,1,7
3664923,1,1195465543,3,27
3665136,1,1282945241,11,56
3665564,1,1316681684,3,8
3675277,1,1297335128,4,10
3676673,1,1301056367,2,7
3677713,1,1311798457,1,5
3680204,1,1310312296,2,16
3682250,1,1298655010,3,13
3683584,1,1169825931,4,5
3684577,1,1274620678,1,6
3685503,1,1294619013,8,10
3686735,1,1200955563,4,8
3686817,1,1310786976,1,7
3688523,1,1210519722,2,7
3690843,1,1324163693,3,10
3693270,1,1189043181,2,8
3695624,1,1309154188,3,5
3696120,1,1299870329,3,6
3696877,1,1314093611,1,5
3697406,1,1289268639,8,51
3699693,1,1310609031,4,11
3702637,1,1290467369,4,9
3703964,1,1311706273,3,10
3706538,1,1296888304,4,16
3709116,1,1294966691,5,13
3709380,1,1340969434,4,13
3711119,1,1289366680,5,7
3716904,1,1297021417,4,9
3718103,1,1329859689,14,33
3718325,1,1294838820,3,9
3721999,1,1188282119,2,7
3723823,1,1284440904,2,5
3724771,1,1288121982,12,35
3724804,1,1302935752,3,5
3728969,1,1287193933,2,5
3737989,1,1291321239,4,10
3738593,1,1333783474,2,7
3741687,1,1325350352,7,31
3742052,1,1308772162,1,6
3742257,1,1173676083,4,30
3743839,1,1312644105,5,15
3750309,1,1322892718,3,6
3752670,1,1316075651,2,6
3758364,1,1286844583,2,7
3759749,1,1179990873,1,7
3759894,1,1348188584,8,49
3769784,1,1280238064,4,6
3772209,1,1284886175,4,15
3773630,1,1288453131,2,7
3773782,1,1308177917,9,13
3777108,1,1311588100,1,6
3790711,1,1280403102,4,11
3791329,1,1297945299,2,9
3791550,1,1328596686,4,15
3792681,1,1304703241,2,6
3794776,1,1231131367,5,17
3796929,1,1316814286,2,10
3802582,1,1306525017,2,6
3803772,1,1316332124,3,7
3806883,1,1276396565,1,6
3808350,1,1331486809,7,41
3809871,1,1176738027,1,5
3812967,1,1310381566,2,5
3813436,1,1287542382,17,80
3814594,1,1349191592,5,20
3818735,1,1326274214,2,21
3822457,1,1306109804,5,7
3824747,1,1278087888,10,35
3830708,1,1307496164,2,10
3831044,1,1314184917,10,19
3837400,1,1314335583,1,5
3838555,1,1288948184,1,17
3838813,1,1298657667,4,15
3840275,1,1316592971,6,21
3841357,1,1313456192,4,6
3841376,1,1350304600,3,8
3844968,1,1334485396,2,5
3846506,1,1295325879,2,5
3848185,1,1237198871,1,5
3848687,1,1340220009,3,7
3848715,1,1349953355,3,5
3849870,1,1276062950,2,7
3853109,1,1348764669,14,45
3853962,1,1335271771,2,5
3858572,1,1318979138,2,5
3859928,1,1176890676,3,31
3861615,1,1174246161,1,5
3868008,1,1315352515,3,10
3868933,1,1280974828,5,29
3869775,1,1278568667,2,5
3871411,1,1293960143,2,5
3874212,1,1286790774,8,59
3877405,1,1296566004,2,13
3877908,1,1313230753,5,14
3879259,1,1315620565,3,11
3881387,1,1225138486,3,10
3883661,1,1298569850,2,6
3897362,1,1313649390,3,12
3910350,1,1336712154,11,13
3911766,1,1332467829,2,5
3923105,1,1207596371,2,8
3924257,1,1333293359,3,6
3927084,1,1309653401,2,11
3927194,1,1313848401,6,9
3931390,1,1323822123,3,10
3934203,1,1349275774,2,5
3934619,1,1353357773,2,8
3935249,1,1202243789,2,12
3935639,1,1178078026,1,6
3940040,1,1180075189,1,26
3941423,1,1305920626,2,5
3944562,1,1327699773,4,5
3944995,1,1336858797,4,9
3949352,1,1185108601,1,5
3950301,1,1289322184,1,6
3957657,1,1187250011,1,10
3961014,1,1314378238,23,29
3964524,1,1319790824,6,30
3968697,1,1325810959,6,13
3968905,1,1280640065,2,5
3969236,1,1308828767,2,12
3969555,1,1300129482,4,16
3972843,1,1291399585,9,29
3984100,1,1308217027,3,12
3987704,1,1304640601,13,23
3988376,1,1282623097,12,27
3988860,1,1178102896,3,11
3989437,1,1332599161,5,24
3991295,1,1275871855,2,11
3997736,1,1347036406,9,56
3999240,1,1281010021,2,8
3999425,1,1316883430,2,9
4000822,1,1197941154,1,5
4006177,1,1283436756,3,6
4007873,1,1285046619,3,9
4010296,1,1330369767,5,47
4011075,1,1337412885,3,7
4011789,1,1292549165,5,32
4013244,1,1328858011,2,6
4013742,1,1181880953,5,28
4013995,1,1191889833,3,6
4014112,1,1338770845,2,6
4014988,1,1320630220,3,11
4016200,1,1300929620,2,9
4022275,1,1306537711,3,9
4025230,1,1214645449,2,7
4025416,1,1296033265,6,16
4032360,1,1180414680,5,37
4034956,1,1311900830,4,6
4036006,1,1315336470,2,7
4036233,1,1330665697,5,16
4041893,1,1297695654,4,16
4044957,1,1305893334,3,36
4049260,1,1321230867,2,6
4049326,1,1303993781,2,16
4051344,1,1294622605,2,5
4051352,1,1284511598,2,10
4055652,1,1302589328,2,10
4055845,1,1329287558,11,27
4056556,1,1340104172,18,178
4059095,1,1298220507,2,7
4059620,1,1349342534,4,14
4059890,1,1329279655,3,5
4060727,1,1287194719,3,6
4061033,1,1343311582,2,5
4074205,1,1348768161,2,6
4075725,1,1350789071,4,10
4079314,1,1279921437,2,11
4080828,1,1232410713,4,34
4084386,1,1332412338,2,6
4084527,1,1294574834,3,5
4085164,1,1343840426,3,10
4093862,1,1286349220,2,11
4093991,1,1301542249,12,58
4096368,1,1284022384,3,7
4096819,1,1224284773,1,5
4099572,1,1339582653,3,9
4101378,1,1336065053,2,6
4103324,1,1293374410,5,16
4103345,1,1233938905,1,5
4105268,1,1279542455,8,32
4106037,1,1271226466,6,12
4106870,1,1326206019,5,9
4110470,1,1335940092,4,18
4111680,1,1182387189,1,5
4113085,1,1217633487,3,17
4113468,1,1334269636,4,7
4113546,1,1313722132,8,11
4115876,1,1348918830,9,24
4116508,1,1284174855,1,5
4120377,1,1353925393,5,11
4126751,1,1354531908,3,7
4133596,1,1310497775,4,6
4134723,1,1232398936,2,5
4136954,1,1189926381,1,5
4137542,1,1338943346,13,26
4138655,1,1314657013,4,9
4142647,1,1325880358,3,9
4143659,1,1274856767,3,9
4143831,1,1298356190,7,19
4149033,1,1273862683,2,7
4150855,1,1315924149,5,16
4154010,1,1188604665,2,7
4157103,1,1279369842,13,35
