"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"dfthhdyqnbfc","The Dallas-Plano Atheists Meetup - Cafe Express (Mockingbird Station)",1349824230000,1351036800000,32.836662,-96.77754,"Cafe Express","Dallas"
"ggbbpyqgbnb","The Dallas-Plano Atheists Meetup - Gazebo Burgers - Plano",1332982683000,1334102400000,33.045277,-96.830711,"Gazeebo Burgers","Plano"
"ggbbpyqgbgc","The Dallas-Plano Atheists Meetup - Enchilada - Dallas",1332982798000,1.335312e+12,32.874645,-96.761909,"Enchilada Restaurant","Dallas"
"9144043","Weekly Meetup 12/16/08 Chipotle - Forest",1226455941000,1229475600000,32.91,-96.730003,"Chipotle","Dallas"
"dfthhdyrcbmc","Dallas-Plano Atheists Meetup - Trinity Hall (Mockingbird Station)",1345580981000,1359507600000,32.836655,-96.777084,"Trinity Hall","Dallas"
"13948703","WM-Viertelfinale: Deutschland gegen Argentinien ",1277829035000,1278163800000,32.836655,-96.777084,"Trinity Hall","Dallas"
"ggbbpyqgbfb","The Dallas-Plano Atheists Meetup - Trinity Hall - Dallas",1332930952000,1333497600000,32.836655,-96.777084,"Trinity Hall","Dallas"
"qqpqvcyqlbcc","The Dallas-Plano Atheists Meetup - Trinity Hall (Mockingbird Station on '75)",1343802791000,1345593600000,32.836655,-96.777084,"Trinity Hall","Dallas"
"44838342","The Dallas Spades June Monthly Meetup- RSVP's Open Again",1324238787000,1339284600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvyqkbsb","The Dallas Spades July Monthly Meetup",1327864481000,1342308600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"12099439","Calling All Captains and Want to Be Captains!  Time to Schedule events for 2010!",1261004228000,1262912400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"44838212","The Dallas Spades May Monthly Meetup",1324238737000,1336865400000,32.997466,-96.831104,"Fuddruckers","Dallas"
"16488721","Social Meetup at Fuddruckers",1297177425000,1299027600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"30189041","Monthly Dinner  - FUDRUCKERS!.",1313816374000,1.315872e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"qqdhddyrdbmb","The Dallas Spades February Monthly Meetup",1342394762000,1360456200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"12693515","Dinner Meeting",1267004450000,1.267578e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"51969292","Dinner at Fuddruckers",1328986298000,1330390800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pxdxtypnbnb","The Richardson Screenwriters Meetup @ La Madeleine",1308727230000,1318291200000,32.97814,-96.76552,"La Madeleine French Bakery & Cafe","Richardson"
"16670607","Trench Coat Surprise with AZRA",1298440915000,1298941200000,32.784943,-96.80845,"Hooters","Dallas"
"qzkpfdyqmbgb","The Dallas-Plano Atheists Meetup - Seoul Garden (Royal @ I35)",1345499426000,1346803200000,32.89596,-96.89581,"Seoul Garden","Dallas"
"10064849","A Fundraiser and Happy Hour to celebrate Baal Dan's 3rd Anniversary ",1238366600000,1239235200000,32.812992,-96.75387,"Lakewood Bar & Grill","Dallas"
"13875890","Red Cross Introductory Disaster Volunteer Workshop 7/20",1277224668000,1279666800000,32.80862,-96.83307,"American Red Cross","Dallas"
"87930582","Holiday Cheer Happy Hour @Blue Mesa (Addison)",1350840271000,1353367800000,32.93,-96.790001,"Blue Mesa Grill (Addison)","Dallas"
"9773934","HBP Movie Premiere",1235017581000,1247626800000,32.945114,-97.129074,"Harkins Southlake Towne Center","Southlake"
"15910268","Mountasia Fun Day",1294129775000,1302454800000,32.847813,-97.19566,"Mountasia Family Fun Center","North Richland Hills"
"6219315","Referral Networking Women's Chapter",1187722194000,1189180800000,33.029999,-97.07,"Baris Italian Restaraunt","Flower Mound"
"6121091","Referral Networking-Women's Chapter",1186166363000,1187366400000,33.029999,-97.07,"Baris Italian Restaraunt","Flower Mound"
"6070706","Referral Networking-Women's Chapter",1185304472000,1186156800000,33.029999,-97.07,"Baris Italian Restaraunt","Flower Mound"
"6014070","Referral Networking-Women's Chapter",1184263819000,1184947200000,33.029999,-97.07,"Baris Italian Restaraunt","Flower Mound"
"6340589","Women's Referral Networking",1189558415000,1190390400000,33.029999,-97.07,"Baris Italian Restaraunt","Flower Mound"
