"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"8195326","date change....""War, inc""",1214199132000,1215976500000,32.83666,-96.77711,"Angelika (Dallas)","Dallas"
"10754786","The Forgotten Garden by Kate Morton",1246225370000,1263160800000,32.822517,-96.776169,"The Wine Therapist","Dallas"
"15910259","Cosplay Day 2011",1294129509000,1300647600000,33.049015,-96.84536,"Arbor Hills Nature Preserve","Plano"
"56521142","Passion Rider Monthly Meeting",1331850675000,1332806400000,32.972527,-96.89319,"josey ranch lake library","Carrollton"
"15460884","Pottery Painting ",1289876571000,1.292184e+12,33.069183,-97.08245,"Color Me Mine","Flower Mound"
"49211272","Winstar Casino!!",1327292496000,1331398800000,33.193108,-97.095856,"Panera Bread","Denton"
"hqjmpypcbgb","Tuesday Referral Networking",1284861233000,1294156800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpynmblc","Tuesday Referral Networking",1272395560000,1.285686e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpypcbpb","Tuesday Referral Networking",1284861233000,1294761600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"cgchnyngbkc","Tuesday Referral Networking",1271685098000,1272380400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpynpbnc","Tuesday Referral Networking",1284861233000,1291132800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10686475","Referral Networking Presents Brian Dobbs",1245383846000,1.246374e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpynpbfc","Tuesday Referral Networking",1284861233000,1.290528e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynlbnb","Tuesday Referral Networking",1280766356000,1281452400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpynqbkb","Tuesday Referral Networking",1284861233000,1291737600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynmbcc","Tuesday Referral Networking",1272395560000,1285081200000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynmbsb","Tuesday Referral Networking",1272395560000,1284476400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"14787808","Ladies Night Out  Referral networking",1284605140000,1286839800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10043897","Tuesday Referral networking",1238101873000,1239116400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10101492","Tuesday Referral networking",1238710846000,1.240326e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"13478151","Ladies Night Out Referral Networking",1273796218000,1276558200000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10929951","Referral Networking",1248234769000,1.249398e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynhbxb","Tuesday Referral Networking",1272915204000,1274194800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"8189193","Tuesday Referral networking",1214109610000,1.214928e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"14556852","Ladies Night Out Referral Networking",1282870615000,1284420600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"8189203","Tuesday Referral networking",1214109780000,1216742400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10981417","Referral Networking",1248828682000,1250002800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynhbpb","Tuesday Referral Networking",1272377231000,1.27359e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10500793","Referral Networking",1243391498000,1245164400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"13914958","Ladies Night Out Referral Networking",1277525729000,1278977400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"8189201","Tuesday Referral networking",1214109757000,1216137600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"13144047","Special Speaker Day",1270925838000,1271775600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpypfblb","Tuesday Referral Networking",1284861233000,1.2996e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynmbkb","Tuesday Referral Networking",1272395560000,1283871600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10981425","Referral Networking",1248828797000,1250607600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"13202738","Ladies Night Out Referral Networking",1271445765000,1273534200000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynjblb","Tuesday Referral Networking",1274185430000,1276009200000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"13144035","Special Speaker Day",1270925667000,1271775600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynlbgc","Tuesday Referral Networking",1272395560000,1.282662e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"11380617","Referral Networking Special Speaker Day",1253046517000,1254236400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpynqbsb","Tuesday Referral Networking",1284861233000,1292342400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynlbwb","Tuesday Referral Networking",1280766399000,1282057200000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"8189197","Tuesday Referral networking",1214109690000,1215532800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
