"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
310269,37.853565,-122.4789,"Horizons Restaurant","Sausalito","5938475|11934353"
367210,37.869999,-122.529999,"The Spinnaker","Sausalito","6322066"
630271,37.868565,-122.49805,"Clipper Harbor","Sausalito","8063386"
759961,37.831592,-122.534637,"Fort Cronkhite, Marin Headlands","Sausalito","35529072|34246952"
800424,37.832649,-122.478201,"tunnels","Sausalito","9051166"
918703,37.828323,-122.526535,"Sausalito Park","Sausalito","10515569|10080958"
934442,37.835629,-122.503786,"Point Bonita Lighthouse","Sausalito","10207864"
957421,37.861144,-122.489099,"Dunphy Park","Sausalito","14270869|14720201"
1023450,37.835858,-122.477369,"Bay Area Discovery Museum","Sausalito","104612602|12714284"
1099713,37.87062,-122.503713,"Sausalito Dog Park","Sausalito","17534447"
1146300,37.868485,-122.497677,"Salty's Bait and Tackle","Sausalito","12042331"
1193683,37.835858,-122.477369,"Horseshoe Cove/Presidio Yacht Club","Sausalito","12632436"
1206561,37.863788,-122.490974,"Sea Trek Ocean Kayaking","Sausalito","13625518"
1359186,37.864672,-122.496076,"Sausalito Arts Festival","Sausalito","31118621"
1545785,37.82357,-122.529236,"Marin Headlands Visitors Center","Sausalito","17122464"
1842011,37.829746,-122.522552,"Headlands Center for Arts","Sausalito","69312262"
5359692,37.837292,-122.47834,"Cavallo Point","Sausalito","64696542|64696392"
6266352,37.827095,-122.499252,"Marin Headlands ","Sausalito","57011672|58907202|69404422"
6440062,37.833221,-122.520309,"Marin Headlands -- Rodeo Beach Trailhead","Sausalito","81789572"
6893432,37.859093,-122.485252,"West Parking area Golden Gate Bridge","Sausalito","59686382"
7647542,37.873253,-122.506271,"Mike's Bikes","Sausalito","84003782|98156122|98157802|98160752"
8927292,37.866764,-122.505142,"MLK PARK","Sausalito","79565032"
9493032,37.863655,-122.49086,"85 Liberty Ship Way","Sausalito","83176132"
