"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"tfslnynjbjb","Carrollton Bimonthly Boardgames Meetup #3",1271538712000,1275850800000,32.972527,-96.89319,"josey ranch lake library","Carrollton"
"12652718","Carrollton Bimonthly Boardgames Meetup #2",1266632849000,1269802800000,32.972527,-96.89319,"josey ranch lake library","Carrollton"
"xfslnynqbhb","Holiday Boardgames Party and Gift Exchange",1271528624000,1291579200000,32.972527,-96.89319,"josey ranch lake library","Carrollton"
"xfslnynlbcb","Carrollton Bimonthly Boardgames Meetup",1275574689000,1280689200000,32.972527,-96.89319,"josey ranch lake library","Carrollton"
"7888487","Last Friday Plano WIN! Power Hour",1210125523000,1212165900000,33.026375,-96.84327,"First Bank","Plano"
"7868265","Last Friday Plano WIN! Power Hour",1209877737000,1212165900000,33.026375,-96.84327,"First Bank","Plano"
"7888468","Last Friday Plano WIN! Power Hour",1210125377000,1212165900000,33.026375,-96.84327,"First Bank","Plano"
"46399112","Business Plan 2012 for All Our Meetup Groups",1325571715000,1326218400000,32.996901,-96.885853,"Hong Kong Royal Restaurant","Carrollton"
"46290502","Market Your Business with Web Video and Audio",1325530398000,1326736800000,32.996901,-96.885853,"Hong Kong Royal Restaurant","Carrollton"
"50518182","The Power of Using Video and Audio to Market Your Business",1328076686000,1.329759e+12,32.996901,-96.885853,"Hong Kong Royal Restaurant","Carrollton"
"7704981","$$$ EBAY AFFILIATE WORKSHOP",1207724547000,1212019200000,33.01,-96.89,"Russian Banya","Carrollton"
"gqgknyngbzb","ROCK CLIMBING: STONEWORKS (Indoor) Rock Climbing",1270659298000,1271719800000,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"gqgknyngbqb","ROCK CLIMBING: STONEWORKS (Indoor) Rock Climbing",1270836997000,1.271115e+12,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"tvvmnynhbwb","ROCK CLIMBING: STONEWORKS (Indoor) Rock Climbing",1272824437000,1.274139e+12,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"7803933","Stoneworks and Fried Chicken",1209055684000,1210433400000,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"12045449","Weekend Climbing @ Summit changed to Stoneworks",1260300251000,1260640800000,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"tvvmnynhbzb","ROCK CLIMBING: STONEWORKS (Indoor) Rock Climbing",1272824450000,1274311800000,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"gqgknyngbsb","ROCK CLIMBING: STONEWORKS (Indoor) Rock Climbing",1270837013000,1271287800000,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"gqgknyngbcc","ROCK CLIMBING: STONEWORKS (Indoor) Rock Climbing",1270837115000,1271892600000,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"12562163","Stoneworks Revisited",1265741364000,1.269558e+12,32.9523,-96.906845,"Stone Works Climbing Gym","Carrollton"
"14679991","Carrollton-Beg C&W/Ballroom&Beginner/Int ProgDouble 2Step,East Coast Swing-Wk2",1283831181000,1284078600000,33.011615,-96.9061,"Rosemeade Rec. Center","Carrollton"
"13221593","Beginner basics, Interm and Advpatterns in C&W, Ballroom, Latin dance - Week 3",1271651296000,1274401800000,33.011615,-96.9061,"Rosemeade Rec. Center","Carrollton"
"wflwpynqbmb","Thursday's Best  East Coast / West Coast Swing Classes",1290104678000,1291944600000,33.011615,-96.9061,"Rosemeade Rec. Center","Carrollton"
"tmqwnyrgbjb","First Saturday Contra Dance",1277319879000,1365296400000,32.951846,-96.907659,"Plaza Arts Center","Carrollton"
