"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
796960,33.052195,-96.568031,"Sonic Drive-In","Saint Paul","10902978|14508666|19041861|25075901|26068601|60112562|88041952|94303472"
