"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
9043962,32.86425,-97.598518,"Texas Beauty Salon","Azle","qwrqjdyqmbfb|dbqqjdyqmbnb|dbqqjdyqmbwb|80609822|dbqqjdyqmbgc|dbqqjdyqnbcb|dbqqjdyqnblb"
