"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
694274,37.00838,-121.936758,"Land of Medicine Buddha","Soquel","17559525|23386731|79370382"
795442,37.035815,-121.943898,"Subud Santa Cruz","Soquel","19854261"
988165,36.986591,-121.941917,"Inner Light Center","Soquel","11333360"
997842,36.984563,-121.955508,"Michael's on Main","Soquel","14225702|14375275|15590135|17253000|13987211|14375339|14374532|15589887|17253103"
1060121,36.985295,-121.965017,"SC41 Furniture","Soquel","11324393|11557706"
1267959,36.98739,-121.949675,"Soquel high school","Soquel","13432800"
1644271,37.046799,-121.937012,"Soquel Demo Forest","Soquel","54195672|55007222|57178632"
2867991,36.986591,-121.941917,"Inner Light Ministries","Soquel","drfnkcyqmbdb"
6145532,36.98481,-121.955437,"Michael's on Main","Soquel","56019472"
11013662,37.0103,-121.934425,"Land of Medicine Buddha","Soquel","98306402"
