"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
2365081,40.416691,-3.700346,"Pending","Madrid","23967461|43000382"
5990142,40.416691,-3.700346,"Address","Madrid","54771212|54771272"
